Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.008375208089941135,0.003251433693502497,0.0034874081042827213,0.016125376897618237
b_Intercept[2],0.020501750083458493,0.006738671414908417,0.009750134226164242,0.03611579901635795
b_Intercept[3],0.04340267638120787,0.012199412970350595,0.023228995567476225,0.07084511051898865
b_Intercept[4],0.0866909916385076,0.02084593901440445,0.051297524024832425,0.13331197772409462
b_Intercept[5],0.15899980088567273,0.032485737898659175,0.10154439070123507,0.22895535503712663
b_Intercept[6],0.27490463268495485,0.04598416716405607,0.1899904469286265,0.37109877904431154
b_Intercept[7],0.44399759305536274,0.05538633381760357,0.3364623873764812,0.5552244935831682
b_Intercept[8],0.6053709819421528,0.0534922635462977,0.49890964116634484,0.7062844336972042
b_Intercept[9],0.7197464250214792,0.04602837612169862,0.6254498687276392,0.8057906470263335
b_Intercept[10],0.8224980941043084,0.03442062913524759,0.7481508812913961,0.8851233170000411
b_Intercept[11],0.8931939636677036,0.023877198011087862,0.8420853253897189,0.9353811841382045
b_Intercept[12],0.927409825555254,0.017619871938678398,0.8891808447221754,0.9579230347095136
b_Intercept[13],0.9583924599037085,0.011263965449243086,0.9334038691850083,0.9772824564987979
b_Intercept[14],0.9747633325946474,0.007468930861920798,0.9579123222266192,0.9870429466385684
b_Intercept[15],0.9851405128212936,0.0048669000722813245,0.9739579984180108,0.9927033225283642
b_Intercept[16],0.990408764302876,0.0033917369872798874,0.9825003100736084,0.9955863548389389
b_Intercept[17],0.992229939360145,0.0028566454955953487,0.9854181505140953,0.9965656762057797
b_Intercept[18],0.9971224582280688,0.0013220661628487276,0.9939015241233286,0.9989267325282297
b_Intercept[19],0.9987625006775425,6.877069333781949e-4,0.9970492843661523,0.9996588893575729
b_Intercept[20],0.9994489427157272,3.864818086351684e-4,0.9984340774642014,0.9999060107085497
b_Intercept[21],0.9998422411897006,1.6859651452003448e-4,0.9993875389121615,0.9999938045888104
b_lockdown_period1,0.3878588984125,0.09744887200041018,0.196872525,0.5758367999999999
b_total_hours_played_s,0.11637828267437612,0.1573933400955944,-0.194574375,0.42281107499999976
b_lockdown_period1:total_hours_played_s,0.05261306742439637,0.10353529618471106,-0.1512886,0.2578141249999999
