Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.012331663153218904,0.004513390560041755,0.005519670152755219,0.022933908958455283
b_Intercept[2],0.04103156461796757,0.012046910898804324,0.021211585043306582,0.06821461173422
b_Intercept[3],0.07797012815566685,0.020375138703188734,0.04371019225597823,0.12297545319111464
b_Intercept[4],0.1207125139983287,0.02850689349747833,0.07138257878605243,0.18284443958512359
b_Intercept[5],0.2194106139397067,0.04394722143470582,0.1411385603236672,0.3125178834364437
b_Intercept[6],0.359287316252022,0.05620279871583305,0.2559662773289366,0.4743147359729688
b_Intercept[7],0.4706389888431836,0.06018731811631442,0.357149455983374,0.592662874340101
b_Intercept[8],0.5953495702709221,0.05754158085314199,0.48169920845620523,0.7049498852352034
b_Intercept[9],0.7107327564804282,0.05024322439774119,0.6065335031965678,0.8025950736495023
b_Intercept[10],0.7942149809049012,0.04126871819188405,0.7046878018198546,0.8669702924272488
b_Intercept[11],0.8481206226120248,0.03309145316907048,0.7763535342500638,0.9058650114142842
b_Intercept[12],0.8968461159173918,0.024851229053319667,0.8404421009402258,0.9386593281160636
b_Intercept[13],0.9230536521463282,0.019615255090627712,0.878917296981997,0.9558163500837472
b_Intercept[14],0.9380728256427421,0.01658670661721625,0.9004052511015945,0.9655629070169858
b_Intercept[15],0.9593762310804199,0.011745277374726647,0.9325890702466713,0.9782964409567034
b_Intercept[16],0.9797233516292317,0.006551473943124215,0.9645805074585267,0.9899689591758322
b_Intercept[17],0.9859310290144732,0.004894829397554184,0.9742611595846069,0.9933152880225479
b_Intercept[18],0.9915120313651993,0.003215232926317857,0.9839760566316128,0.9962903566198631
b_Intercept[19],0.995023012635389,0.0021100353066827882,0.9898480472085583,0.9979923609825622
b_Intercept[20],0.997197181539077,0.0013238854965637009,0.9938873620652564,0.9989905747272788
b_Intercept[21],0.998807662395239,6.556403368388377e-4,0.9971336117437171,0.9996597783630504
b_lockdown_period1,0.45088570425,0.09853143118106744,0.2537975,0.6485405000000001
b_total_hours_played_s,0.3625634297675,0.17438560843748246,0.024934995000000015,0.69959905
b_lockdown_period1:total_hours_played_s,-0.0724633881712,0.10821787048948481,-0.28885875,0.13633850000000006
