effect,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,-4.8427852625,0.38725181124354857,-5.65790525,-4.13967375,1.0010096270550135,1669,1898
fixed,-3.91742926,0.3371013926182725,-4.61759025,-3.3025945,1.001829482811572,1485,1630
fixed,-3.132503885,0.2949381428460604,-3.75209175,-2.5951454999999997,1.00135185409066,1649,1776
fixed,-2.3793749175,0.2621967796495751,-2.9262182499999994,-1.8926265,1.0009205791400613,1762,2216
fixed,-1.6852834645,0.2432380763114621,-2.1773867499999997,-1.23718275,1.0008566807807986,1890,2253
fixed,-0.97931451725,0.23078200883376404,-1.448791,-0.5479227999999999,1.0007996496302036,1992,2690
fixed,-0.2253652881345,0.22032549470507226,-0.67330935,0.19626387500000003,1.0001470970829336,2104,2218
fixed,0.4367090843235,0.220675537710437,0.0035104431750003226,0.8632014500000001,1.0014160839948612,2253,2665
fixed,0.95684742125,0.22063664747874948,0.5267827250000002,1.3908524999999998,1.0009872898815857,2235,3119
fixed,1.55583973525,0.22977287600548638,1.12266625,2.02428025,1.00010131172671,2287,2850
fixed,2.15533856,0.24146982513429913,1.6912150000000001,2.6414985,1.0003741627488671,2355,2864
fixed,2.5838706925,0.2534046751927593,2.1114632500000003,3.0803432500000003,1.0002391164504416,2500,2787
fixed,3.1811890425,0.27893078859658893,2.6547607500000003,3.73843375,1.000124885156424,2477,2564
fixed,3.70365219,0.3031745110426343,3.1198995,4.324006249999999,0.99990073908546,2527,2732
fixed,4.2521179825,0.32979910713246485,3.63334875,4.9034200000000006,0.9999914612692823,2449,3097
fixed,4.7057706775,0.35903187254134017,4.028888500000001,5.44028375,0.9998691276070321,2643,3007
fixed,4.923031465,0.37130166080046295,4.237677,5.68506375,1.0000767955296175,2682,3118
fixed,5.959273575,0.4464443305264209,5.1176759999999994,6.8773930000000005,0.999742616037133,3121,3106
fixed,6.8540359025,0.5489099813729462,5.832163749999999,7.9644727500000005,1.0002113371104864,3749,3130
fixed,7.7453461025,0.7005684841618874,6.4959655,9.2506475,0.999710519543149,4559,3199
fixed,9.3098141575,1.1859932739468222,7.3484324999999995,11.964960000000001,0.9996670160470814,6709,3473
fixed,0.390242198475,0.09441680645196046,0.21079487500000002,0.567970525,1.000895835844654,4537,3383
fixed,0.114636805320875,0.16011607549327636,-0.2028252,0.4313899750000002,1.000743402677151,2656,3059
fixed,0.052048711334475,0.10405418143736729,-0.15427742499999997,0.2542650000000001,1.0010516478934035,5935,3151
