effect,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,2.24560670375,0.5387195373541057,1.171517,3.3104737500000008,1.0008554437087736,4403,3171
fixed,-2.12919997735e-4,0.028905754210588934,-0.05579636499999996,0.05727886750000002,1.0002407488676957,4862,2994
