Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.6529260447872107,0.0941161189927985,0.45595333020742596,0.8205753620099931
b_Intercept[2],0.8086130057420365,0.06616345319820902,0.6586871089772812,0.9140909580404439
b_Intercept[3],0.8834390584077131,0.04569491452121159,0.7785905328713472,0.9516660051718914
b_Intercept[4],0.9078376244861127,0.038030308539230624,0.8194332523636053,0.9637736251758822
b_Intercept[5],0.9350353520826966,0.02850251918474451,0.8680111370190031,0.9757869611092483
b_Intercept[6],0.9452095307892184,0.024678331327451567,0.8865834058826767,0.9799935249837696
b_Intercept[7],0.9601514939099441,0.018806658336920298,0.913767613032767,0.986035514219548
b_Intercept[8],0.9745929780302802,0.012562725147253472,0.9431827019159184,0.9915044755964633
b_Intercept[9],0.983298515785106,0.008592234673829403,0.9614269781338588,0.9945876144655452
b_Intercept[10],0.988191183497361,0.00628998302975465,0.9720365810798091,0.9963499474569388
b_Intercept[11],0.9932603352025441,0.0038254556108017553,0.9833274126745721,0.9980899924011474
b_Intercept[12],0.9955405445985477,0.002658689168083001,0.9887723901073182,0.998804697526393
b_Intercept[13],0.9965664423077688,0.002134976898723288,0.9911137282711213,0.9991228664220381
b_Intercept[14],0.9981088567420324,0.001305250676887045,0.9947600155449676,0.999585276617883
b_Intercept[15],0.9989164581138434,8.363750922905508e-4,0.9967111053522688,0.9998115917049107
b_Intercept[16],0.9993731845086657,5.680597569161516e-4,0.9978345385702931,0.9999315988265662
b_Intercept[17],0.9997435187500404,3.0117243487410694e-4,0.9989222859273598,0.999991371424401
b_hours_diff,0.03014213279885,0.02201532173748961,-0.0115940025,0.07344169999999998
b_loneliness_during,0.39787755825,0.07646013515195706,0.25038337499999996,0.5505693999999999
b_hours_diff:loneliness_during,-0.002992344401275875,0.0037709927870152498,-0.0103281325,0.004404199499999996
