effect,term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,Intercept,2.85067645425,0.6296404056745025,1.6059810000000003,4.06745275,1.0000136770886259,7492,4967
fixed,hours_diff,0.0148177170013525,0.03455188234815957,-0.05263413499999999,0.08138093249999986,1.0007436498796,7968,5605
