Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.6307156502366651,0.09474940985308264,0.4349108660393689,0.8013400636411453
b_Intercept[2],0.7909163789534686,0.06851348936547601,0.6306771872277294,0.9027227647656797
b_Intercept[3],0.8695360021904133,0.04930376176298129,0.7561495413549842,0.9445850196884904
b_Intercept[4],0.8955571481502773,0.04152291042458069,0.7980898274022948,0.9577449641037867
b_Intercept[5],0.9249536155729695,0.031810909920004696,0.8489176952592246,0.9708421575313378
b_Intercept[6],0.9362398410258502,0.027663143036402955,0.8689150467958564,0.9755974579118674
b_Intercept[7],0.9528483071396837,0.021383344788628203,0.9005681842220586,0.9821773149933497
b_Intercept[8],0.9691449408688014,0.01483819220452135,0.9327939596153407,0.9890345815834585
b_Intercept[9],0.9790925452954995,0.010514045298126202,0.953977244915088,0.9928512117986237
b_Intercept[10],0.9848633014624808,0.007837059134263158,0.9654875103825574,0.9950273768169152
b_Intercept[11],0.9909674225509066,0.004989588681837781,0.9783049961697391,0.9972009246434603
b_Intercept[12],0.9937442166208481,0.0036712212504936823,0.9840126780163122,0.9981937125065069
b_Intercept[13],0.9950472796268156,0.003051295715966999,0.9873111195809817,0.9986459151432684
b_Intercept[14],0.9970684020071976,0.002003063723215516,0.9919550659480562,0.9993360864257751
b_Intercept[15],0.9981809020897416,0.001364800888743891,0.994610298020196,0.999666330100452
b_Intercept[16],0.9988828368095495,9.698888963516626e-4,0.9963603033942718,0.9998527921343583
b_Intercept[17],0.9995085603643233,5.463034406933672e-4,0.9980213330891549,0.99997776725689
b_hours_diff,0.02856423472261,0.020952248247013555,-0.0120629425,0.06873168250000002
b_loneliness_during,0.3783882385,0.07450440674099805,0.232498175,0.526405
b_hours_diff:loneliness_during,-0.002743843666705,0.003583746175075418,-0.009566582,0.00419075975
prior_b_hours_diff,-0.01102059704825,0.4938229149725489,-0.98712525,0.9497357500000003
prior_b_loneliness_during,0.010546607042725,0.5050330395326629,-1.00600625,1.0040952500000004
prior_b_hours_diff:loneliness_during,0.0020750087505,0.2006033182625378,-0.38618672499999995,0.39254425000000004
