effect,term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,Intercept,2.3323175646,0.792169756082183,0.8131243,3.9084265,1.0018646102758633,7842,5357
fixed,total_hours_played_during,0.0113420636555315,0.022725261421094937,-0.03352778249999999,0.055869522499999956,1.0008153490035323,8081,5504
