effect,term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,Intercept,1.21564468275625,0.5817263233756377,0.08746298750000006,2.3436475000000003,1.000462646165091,8068,5709
fixed,total_hours_played_during,-3.2405296917125e-4,0.016461164660185414,-0.032943019999999996,0.032083442499999996,1.000402581476883,8252,5675
