effect,term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,Intercept,1.05131578672525,0.4076210146392405,0.25350212500000013,1.8380722499999997,1.0003970525073802,8243,5760
fixed,hours_diff,0.010073088529785,0.021517167365451922,-0.03146312749999999,0.05283733499999998,1.0009740583702296,7953,5602
