effect,term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,Intercept[1],-4.4455677,0.36396891321063807,-5.17256925,-3.7431319999999997,1.0007398846301323,2708,4429
fixed,Intercept[2],-3.192817705,0.3048268867354758,-3.8108345,-2.60731875,1.0004366692159252,2786,4933
fixed,Intercept[3],-2.50262390375,0.27962617445399884,-3.08087225,-1.9757765,1.0004015891807092,2785,4774
fixed,Intercept[4],-2.00997993125,0.2684801290653009,-2.5519502500000004,-1.49303125,1.0003954878507484,2728,4963
fixed,Intercept[5],-1.284375152375,0.2526527705204717,-1.7882525,-0.7988270500000001,1.0004328269971468,2682,4818
fixed,Intercept[6],-0.583422446141125,0.24363042849510072,-1.0610402499999998,-0.10876417500000031,1.0003170384013966,2829,5070
fixed,Intercept[7],-0.1170121837905875,0.24254028517843806,-0.5839063,0.36246769999999995,1.000182717846449,2968,5409
fixed,Intercept[8],0.395114507591125,0.24319774166944502,-0.0711029374999999,0.880395925,1.0003212059106468,2960,5350
fixed,Intercept[9],0.914584251675,0.24617367540382423,0.43494275000000004,1.4021192499999997,1.0006869511831367,3048,5314
fixed,Intercept[10],1.37198346525,0.2535826420725172,0.882343225,1.8779189999999994,1.0008446365565826,3154,4487
fixed,Intercept[11],1.744305088125,0.2591138313550037,1.25404975,2.2624149999999994,1.0008583301231906,3179,5043
fixed,Intercept[12],2.19277843375,0.27199744256468583,1.679435,2.7472575000000004,1.0008438319405881,3253,5292
fixed,Intercept[13],2.51884788,0.27955611187285156,1.9957895,3.0931414999999998,1.0008537440287217,3240,5276
fixed,Intercept[14],2.75584431625,0.28765403745574397,2.2061094999999997,3.3391637499999995,1.0009063413398362,3265,5019
fixed,Intercept[15],3.2022840625,0.30478836225624156,2.61930975,3.8292007499999996,1.0006077750147526,3412,5071
fixed,Intercept[16],3.92569280625,0.3317759923251649,3.29318375,4.599785749999999,1.0005930093324173,3625,5399
fixed,Intercept[17],4.30364083875,0.35009261175578205,3.6415515000000003,5.008853,1.0004333395415546,3856,5793
fixed,Intercept[18],4.82447653375,0.3749598670873503,4.09514275,5.57185025,1.0002858073837846,3939,5591
fixed,Intercept[19],5.37562449,0.4138858390940855,4.58335575,6.206527499999999,1.0003526499959108,4131,5784
fixed,Intercept[20],5.97150205125,0.4578166240535203,5.09630875,6.89795325,1.000629856521688,4401,6349
fixed,Intercept[21],6.86666951,0.5456907479975642,5.8384105,7.99799975,1.0006557858630367,5002,6385
fixed,lockdown_period1,0.451137711,0.09946834591493849,0.25743057500000005,0.6449804499999998,1.000389694366915,7956,6747
fixed,total_hours_played_s,0.360472922474875,0.17254399058537784,0.020794007500000017,0.7000158750000001,1.0018893699965818,4170,5539
fixed,lockdown_period1:total_hours_played_s,-0.0719351234177975,0.10621579950333637,-0.27521329999999994,0.13536839999999997,1.0004684254443963,10559,7063
