effect,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,1.22227489675175,0.587071328308049,0.06823786500000009,2.3469615,1.0000936090963077,3662,2772
fixed,-3.325456642175e-4,0.016927167428290008,-0.03319096749999998,0.032518305000000004,1.0004060120294205,4167,2896
