Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.553230936966974,0.10787313746188912,0.33668364708682735,0.7512388136230518
b_Intercept[2],0.6689951101863659,0.09393782105693088,0.466595669975276,0.8293611624797474
b_Intercept[3],0.7381356121573757,0.08170577232784794,0.5557322748715926,0.8711735942657788
b_Intercept[4],0.8075497541756074,0.06626376317466746,0.6546089272918963,0.9102339636851822
b_Intercept[5],0.8581189808220223,0.05276900965627909,0.7341830062829223,0.9372507059375322
b_Intercept[6],0.8970496866768503,0.04112868877059069,0.7971568845799081,0.956449882751509
b_Intercept[7],0.9240069645804483,0.031984450634163,0.8466500853412974,0.9692232441243316
b_Intercept[8],0.9474091305861672,0.023389427450088422,0.8909660837666658,0.9799167429505901
b_Intercept[9],0.9579525041310734,0.019229380557254285,0.9108153470855223,0.9843650547970022
b_Intercept[10],0.9710057568789289,0.013767286506033495,0.9371835968387048,0.989556320343157
b_Intercept[11],0.9788073732577182,0.010442082092466397,0.9524148514092001,0.9926193935968716
b_Intercept[12],0.9827100961710372,0.008687429453849139,0.9610261584628833,0.9941438307027862
b_Intercept[13],0.9891203825693383,0.00572450057931618,0.9748139592688211,0.9963698868622854
b_Intercept[14],0.9919821777945915,0.004309457284791966,0.9808583343348785,0.9974446019273588
b_Intercept[15],0.9939727185183116,0.003348805025180556,0.9854549581123841,0.9981602201927979
b_Intercept[16],0.9948985215905164,0.002877064939180742,0.9875040029140346,0.9984568148894923
b_Intercept[17],0.9957606510433151,0.00243362183026457,0.9896841918367083,0.9987504999638281
b_Intercept[18],0.9974970547399118,0.0015479833227924848,0.9935120684180095,0.9993362536291552
b_Intercept[19],0.998706482770018,9.029178134411004e-4,0.9963581618303397,0.999706416955199
b_Intercept[20],0.9993387391363515,5.597652286211787e-4,0.997899537225523,0.9998949212040302
b_Intercept[21],0.9997758851643038,2.520355374364162e-4,0.9991578645898866,0.9999910478689711
b_hours_diff,0.0234945834048025,0.02094102016822392,-0.019107832499999998,0.06342426
b_loneliness_during,0.4996664675,0.07483089870198727,0.355165725,0.6464922000000001
b_hours_diff:loneliness_during,-0.0021774845034925,0.0035737559752059013,-0.00886904725,0.0051129945
prior_b_hours_diff,0.004896573454,0.49909630188121956,-0.9745174999999999,0.9705305000000001
prior_b_loneliness_during,9.007190877499974e-5,0.49989326721273053,-0.967726525,0.9690148000000001
prior_b_hours_diff:loneliness_during,-0.00200305668335,0.19749285975393524,-0.374672775,0.38182235000000003
