Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.008398665426822185,0.0031948239924782075,0.0034776830757096678,0.015678322328646705
b_Intercept[2],0.020543708665541702,0.006671912876673694,0.009779974884805188,0.03548229024102623
b_Intercept[3],0.04337038730218054,0.012052998272533413,0.02293045823959722,0.06945150796594683
b_Intercept[4],0.08694789415367223,0.02045775211245113,0.05087263391355109,0.13094528783203985
b_Intercept[5],0.159042120179916,0.03197906077292442,0.10179962881007396,0.22492674964012777
b_Intercept[6],0.2753976604617119,0.045270990032507175,0.19018770225322365,0.3663464696179365
b_Intercept[7],0.44457647420450513,0.05370634571278407,0.3377562185252576,0.5489090732468518
b_Intercept[8],0.606261531139512,0.052140316694101116,0.5008776098489681,0.7033290896506337
b_Intercept[9],0.7203548971821802,0.04411913531249984,0.6287324189580955,0.8007283050334817
b_Intercept[10],0.8233068853117094,0.03323068102516676,0.7544829431170587,0.8833228706616316
b_Intercept[11],0.8940307599075454,0.02274925469267362,0.8443838674467629,0.9334850674340863
b_Intercept[12],0.9280219790808761,0.01682456857260732,0.8920123635108671,0.9560746019652218
b_Intercept[13],0.9587467066922443,0.011033180225312977,0.9343038102907127,0.9767615368825076
b_Intercept[14],0.9749249194439986,0.007445919830495071,0.9577061575056227,0.9869264731812102
b_Intercept[15],0.9852245564761143,0.004858070183314795,0.9742528956984697,0.9926335084244801
b_Intercept[16],0.9904698262428098,0.0033998566609509187,0.9825169971027617,0.9956804870181251
b_Intercept[17],0.9922826963214154,0.002857624544021518,0.9857644759658569,0.9966151791591351
b_Intercept[18],0.9971641338289717,0.001279590698459008,0.994045738270286,0.9989702335981682
b_Intercept[19],0.9987819912154892,6.770713510243947e-4,0.997076843305028,0.9996525258234793
b_Intercept[20],0.999458183720115,3.7477987318531604e-4,0.9984927581359737,0.9999039597820674
b_Intercept[21],0.9998417209343458,1.71796685713593e-4,0.9993568135375005,0.9999936367153857
b_lockdown_period1,0.390242198475,0.09441680645196046,0.21079487500000002,0.567970525
b_total_hours_played_s,0.114636805320875,0.16011607549327636,-0.2028252,0.4313899750000002
b_lockdown_period1:total_hours_played_s,0.052048711334475,0.10405418143736729,-0.154277425,0.2542650000000001
