response_id,lockdown_period,subscale,score
R_1NfE7qpbaFYk306,during,loneliness,4
R_1NmQkOcQT42agWF,before,loneliness,6
R_1NmQkOcQT42agWF,during,loneliness,6
R_1nSWaU6aHeoCVz1,before,loneliness,5
R_1nSWaU6aHeoCVz1,during,loneliness,5
R_1oCk4T1oiygv2K1,before,loneliness,3
R_1oCk4T1oiygv2K1,during,loneliness,3
R_1OIk0siawnKDTiy,before,loneliness,3
R_1OIk0siawnKDTiy,during,loneliness,5
R_1OVLo23ZSViJv0e,before,loneliness,3
R_1OVLo23ZSViJv0e,during,loneliness,6
R_1Ow1FDuzbwtWStS,before,loneliness,3
R_1Ow1FDuzbwtWStS,during,loneliness,3
R_1PYHLXLRtVtLKCC,before,loneliness,3
R_1PYHLXLRtVtLKCC,during,loneliness,3
R_1pYYllRKHfnN46F,before,loneliness,9
R_1pYYllRKHfnN46F,during,loneliness,9
R_1q9BHkV242D62cG,before,loneliness,8
R_1q9BHkV242D62cG,during,loneliness,9
R_1QfJ0V1q7quecwG,before,loneliness,7
R_1QfJ0V1q7quecwG,during,loneliness,7
R_1riU7KvjYAwtXJE,before,loneliness,9
R_1riU7KvjYAwtXJE,during,loneliness,9
R_20NVUurOXIj6JN6,before,loneliness,9
R_20NVUurOXIj6JN6,during,loneliness,9
R_217aRM2HjOL4rwC,before,loneliness,7
R_217aRM2HjOL4rwC,during,loneliness,6
R_21mMIqW3mCkwgHy,before,loneliness,5
R_21mMIqW3mCkwgHy,during,loneliness,8
R_21vy4qSSLUBhkI5,before,loneliness,6
R_21vy4qSSLUBhkI5,during,loneliness,5
R_23Ulx9Mu6ClxGOJ,before,loneliness,6
R_23Ulx9Mu6ClxGOJ,during,loneliness,6
R_246tBSBZyx6fChw,before,loneliness,3
R_246tBSBZyx6fChw,during,loneliness,9
R_24isskypHAzj6a4,before,loneliness,6
R_24isskypHAzj6a4,during,loneliness,6
R_25z3VIIwpNMoGjS,before,loneliness,4
R_25z3VIIwpNMoGjS,during,loneliness,6
R_27D28zcmps8GRka,before,loneliness,6
R_27D28zcmps8GRka,during,loneliness,6
R_27ExcEAbe7WWZAY,before,loneliness,5
R_27ExcEAbe7WWZAY,during,loneliness,8
R_28NVjdZPvV2fLBs,before,loneliness,9
R_28NVjdZPvV2fLBs,during,loneliness,9
R_2947NV0sa0o6uqa,before,loneliness,4
R_2947NV0sa0o6uqa,during,loneliness,3
R_29gj9i4nykxouwi,before,loneliness,6
R_29gj9i4nykxouwi,during,loneliness,6
R_29sTVuZYJRxiKzv,before,loneliness,3
R_29sTVuZYJRxiKzv,during,loneliness,5
R_2aM58IL6PRjl31M,before,loneliness,6
R_2aM58IL6PRjl31M,during,loneliness,9
R_2ARphcLKbG8pCbs,before,loneliness,3
R_2ARphcLKbG8pCbs,during,loneliness,4
R_2B4II5QqOBTuBsc,before,loneliness,8
R_2B4II5QqOBTuBsc,during,loneliness,9
R_2bVGOK2omxjKHpn,before,loneliness,6
R_2bVGOK2omxjKHpn,during,loneliness,6
R_2CB7Tu6CfOt3tUN,before,loneliness,6
R_2CB7Tu6CfOt3tUN,during,loneliness,5
R_2cd59QR5hZHKBZT,before,loneliness,9
R_2cd59QR5hZHKBZT,during,loneliness,6
R_2cdROg831T1vhEC,before,loneliness,5
R_2cdROg831T1vhEC,during,loneliness,5
R_2Clwma6pSIEIvrW,before,loneliness,3
R_2Clwma6pSIEIvrW,during,loneliness,3
R_2CTWdkSw6ViCuJq,before,loneliness,4
R_2CTWdkSw6ViCuJq,during,loneliness,3
R_2cvas4XCHYE6Kkz,before,loneliness,3
R_2cvas4XCHYE6Kkz,during,loneliness,4
R_2CvKeTojbEMdWFy,before,loneliness,3
R_2CvKeTojbEMdWFy,during,loneliness,3
R_2dQRwob8W5KZXgY,before,loneliness,4
R_2dQRwob8W5KZXgY,during,loneliness,6
R_2DUjHNE8XFxwngK,before,loneliness,4
R_2DUjHNE8XFxwngK,during,loneliness,6
R_2DZSUz54Rl39uyo,before,loneliness,3
R_2DZSUz54Rl39uyo,during,loneliness,6
R_2e2R7LJzpLYQiWW,before,loneliness,3
R_2e2R7LJzpLYQiWW,during,loneliness,7
R_2E4NIJT672CNqhY,before,loneliness,3
R_2E4NIJT672CNqhY,during,loneliness,3
R_2e9aZobX5Mrf2mF,before,loneliness,6
R_2e9aZobX5Mrf2mF,during,loneliness,8
R_2f82SUumXJ91Tm8,before,loneliness,3
R_2f82SUumXJ91Tm8,during,loneliness,4
R_2fIesR987yHKjDw,before,loneliness,4
R_2fIesR987yHKjDw,during,loneliness,7
R_2fvruv9ZivyF7o5,before,loneliness,6
R_2fvruv9ZivyF7o5,during,loneliness,6
R_2fvUAwVkhV1ypOM,before,loneliness,9
R_2fvUAwVkhV1ypOM,during,loneliness,9
R_2OPDHtEfJyTCxsv,before,loneliness,6
R_2OPDHtEfJyTCxsv,during,loneliness,9
R_2OYGHuXGBqkz2JB,before,loneliness,3
R_2OYGHuXGBqkz2JB,during,loneliness,3
R_2QJLcvGH3VwNmlZ,before,loneliness,5
R_2QJLcvGH3VwNmlZ,during,loneliness,3
R_2QlDr5bgON19Dbf,before,loneliness,6
R_2QlDr5bgON19Dbf,during,loneliness,7
R_2qrC4O6fVkjwiry,before,loneliness,4
R_2qrC4O6fVkjwiry,during,loneliness,4
R_2QzW5HTDKSQoIdW,before,loneliness,3
R_2QzW5HTDKSQoIdW,during,loneliness,3
R_2R97eLv3ogd7F2s,before,loneliness,3
R_2R97eLv3ogd7F2s,during,loneliness,3
R_2rhWa2106Du6K5T,before,loneliness,6
R_2rhWa2106Du6K5T,during,loneliness,6
R_2rPjSQLcIC8CDty,before,loneliness,3
R_2rPjSQLcIC8CDty,during,loneliness,5
R_2rZRXqFfn0ikBOS,before,loneliness,3
R_2rZRXqFfn0ikBOS,during,loneliness,3
R_2SeikFcu2AS9w7X,before,loneliness,4
R_2SeikFcu2AS9w7X,during,loneliness,3
R_2SH3IlYMix1JYmN,before,loneliness,3
R_2SH3IlYMix1JYmN,during,loneliness,3
R_2Sq2mphrvRDkWOh,before,loneliness,4
R_2Sq2mphrvRDkWOh,during,loneliness,5
R_2SvQK62v9Z0NpaC,before,loneliness,4
R_2SvQK62v9Z0NpaC,during,loneliness,8
R_2SwMBZLcD2f52ij,before,loneliness,6
R_2SwMBZLcD2f52ij,during,loneliness,6
R_2TBpq77Wwtwqrfh,before,loneliness,3
R_2TBpq77Wwtwqrfh,during,loneliness,7
R_2TG0VS1cyTZTOII,before,loneliness,3
R_2TG0VS1cyTZTOII,during,loneliness,3
R_2tJtUaHMu03QTQ1,before,loneliness,8
R_2tJtUaHMu03QTQ1,during,loneliness,9
R_2tqUYhzsg6ITwD1,before,loneliness,7
R_2tqUYhzsg6ITwD1,during,loneliness,5
R_2trlnajiLWtBHVS,before,loneliness,8
R_2trlnajiLWtBHVS,during,loneliness,8
R_2TSJxMqN9gOlUOV,before,loneliness,5
R_2TSJxMqN9gOlUOV,during,loneliness,4
R_2UVJlgmzYG5Xn9P,before,loneliness,6
R_2UVJlgmzYG5Xn9P,during,loneliness,6
R_2VkJBjNuuyAttyZ,before,loneliness,4
R_2VkJBjNuuyAttyZ,during,loneliness,9
R_2vZKXOkrXwQOPM0,before,loneliness,4
R_2vZKXOkrXwQOPM0,during,loneliness,8
R_2wmnaQBPNB7V2gM,before,loneliness,6
R_2wmnaQBPNB7V2gM,during,loneliness,6
R_2XcEmd1YzcIXw1Y,before,loneliness,5
R_2XcEmd1YzcIXw1Y,during,loneliness,4
R_2xY2K6LH7A68nB1,before,loneliness,5
R_2xY2K6LH7A68nB1,during,loneliness,7
R_2YJKbEV4DDO8Lc0,before,loneliness,6
R_2YJKbEV4DDO8Lc0,during,loneliness,8
R_2yk1CSC8mwjjLGP,before,loneliness,7
R_2yk1CSC8mwjjLGP,during,loneliness,4
R_2yrXHzzzgNeI0Ry,before,loneliness,3
R_2yrXHzzzgNeI0Ry,during,loneliness,3
R_2YyK6503UwmpO2W,before,loneliness,4
R_2YyK6503UwmpO2W,during,loneliness,4
R_2YyT0OjStuntyXf,before,loneliness,9
R_2YyT0OjStuntyXf,during,loneliness,9
R_2zBXAI5qUYmV4DB,before,loneliness,6
R_2zBXAI5qUYmV4DB,during,loneliness,5
R_2zUqq1urUzBGq6C,before,loneliness,5
R_2zUqq1urUzBGq6C,during,loneliness,5
R_30uRCB7vSqjK8Tf,before,loneliness,7
R_30uRCB7vSqjK8Tf,during,loneliness,6
R_31LSyq6W3sTmpY5,before,loneliness,9
R_31LSyq6W3sTmpY5,during,loneliness,7
R_31uPOPILKqOF5Z3,before,loneliness,6
R_31uPOPILKqOF5Z3,during,loneliness,9
R_3259jqnrUhcJUgT,before,loneliness,3
R_3259jqnrUhcJUgT,during,loneliness,5
R_333VdNEK4f8Xyui,before,loneliness,4
R_333VdNEK4f8Xyui,during,loneliness,6
R_33ElcIgec3OQYlt,before,loneliness,7
R_33ElcIgec3OQYlt,during,loneliness,9
R_33m18XGfnq4Vj9o,before,loneliness,4
R_33m18XGfnq4Vj9o,during,loneliness,4
R_3asqcGii6ulHk9X,before,loneliness,3
R_3asqcGii6ulHk9X,during,loneliness,5
R_3CJmLr5kxXIjcgY,before,loneliness,5
R_3CJmLr5kxXIjcgY,during,loneliness,6
R_3D7xVjOEj7lRX1u,before,loneliness,4
R_3D7xVjOEj7lRX1u,during,loneliness,7
R_3DcJPhdo2DHBes3,before,loneliness,7
R_3DcJPhdo2DHBes3,during,loneliness,7
R_3dEN30zDtOpYP25,before,loneliness,3
R_3dEN30zDtOpYP25,during,loneliness,3
R_3e1VGffpt89tw8h,before,loneliness,7
R_3e1VGffpt89tw8h,during,loneliness,9
R_3efCQahFkiEWLUo,before,loneliness,4
R_3efCQahFkiEWLUo,during,loneliness,5
R_3EjaJDRhLy9xsUT,before,loneliness,5
R_3EjaJDRhLy9xsUT,during,loneliness,7
R_3EtZJ865VyxA1dS,before,loneliness,3
R_3EtZJ865VyxA1dS,during,loneliness,7
R_3fTa3QYnPZpSeen,before,loneliness,7
R_3fTa3QYnPZpSeen,during,loneliness,5
R_3G0VtsBQfB5T8jI,before,loneliness,3
R_3G0VtsBQfB5T8jI,during,loneliness,3
R_3Gg2Ve4XnzJBPL1,before,loneliness,7
R_3Gg2Ve4XnzJBPL1,during,loneliness,7
R_3gLfJnM7hmP4b0g,before,loneliness,3
R_3gLfJnM7hmP4b0g,during,loneliness,3
R_3gYE1Oyb2ecCXAO,before,loneliness,3
R_3gYE1Oyb2ecCXAO,during,loneliness,4
R_3h0zYlV2nMlsjkp,before,loneliness,7
R_3h0zYlV2nMlsjkp,during,loneliness,6
R_3hEAA1sGTLuhlZP,before,loneliness,3
R_3hEAA1sGTLuhlZP,during,loneliness,9
R_3HpP9AcM8KfmlN5,before,loneliness,6
R_3HpP9AcM8KfmlN5,during,loneliness,7
R_3HS9n2GsIIHkDkT,before,loneliness,3
R_3HS9n2GsIIHkDkT,during,loneliness,3
R_3hywX9R1oSIynmb,before,loneliness,5
R_3hywX9R1oSIynmb,during,loneliness,8
R_3iWtUWUbIxPab5K,before,loneliness,6
R_3iWtUWUbIxPab5K,during,loneliness,7
R_3JecnAA27cFGR9J,before,loneliness,3
R_3JecnAA27cFGR9J,during,loneliness,4
R_3jV6I52yPFAZ8oy,before,loneliness,6
R_3jV6I52yPFAZ8oy,during,loneliness,6
R_3KCvZebmGxmSVat,before,loneliness,5
R_3KCvZebmGxmSVat,during,loneliness,5
R_3koLHqG1bLK3yy5,before,loneliness,6
R_3koLHqG1bLK3yy5,during,loneliness,6
R_3lxovCWhEaeqaCs,before,loneliness,7
R_3lxovCWhEaeqaCs,during,loneliness,8
R_3LXrDOSOEDocie5,before,loneliness,4
R_3LXrDOSOEDocie5,during,loneliness,5
R_3m4gEtF4OFDZWgM,before,loneliness,3
R_3m4gEtF4OFDZWgM,during,loneliness,3
R_3M4IeaDW99mC9dK,before,loneliness,7
R_3M4IeaDW99mC9dK,during,loneliness,6
R_3MRUJRa1S8L3skj,before,loneliness,9
R_3MRUJRa1S8L3skj,during,loneliness,9
R_3n2iadGDdM5zQ7k,before,loneliness,3
R_3n2iadGDdM5zQ7k,during,loneliness,4
R_3ne0xvsnUk3Dg2b,before,loneliness,3
R_3ne0xvsnUk3Dg2b,during,loneliness,8
R_3nkCL8JrVmutsy2,before,loneliness,7
R_3nkCL8JrVmutsy2,during,loneliness,4
R_3O0Oame9dqBbP5b,before,loneliness,4
R_3O0Oame9dqBbP5b,during,loneliness,4
R_3OEuDPyfhuyKTkd,before,loneliness,3
R_3OEuDPyfhuyKTkd,during,loneliness,3
R_3oQRoNnZNzfXRdA,before,loneliness,9
R_3oQRoNnZNzfXRdA,during,loneliness,9
R_3PAINhZstYwZKnG,before,loneliness,6
R_3PAINhZstYwZKnG,during,loneliness,6
R_3pajSVQnjGXyVpt,before,loneliness,7
R_3pajSVQnjGXyVpt,during,loneliness,7
R_3PjYxPdMelfAuAx,before,loneliness,9
R_3PjYxPdMelfAuAx,during,loneliness,9
R_3qyQeKqDkX0mMPk,before,loneliness,4
R_3qyQeKqDkX0mMPk,during,loneliness,4
R_3sAOu08DzJCbsCx,before,loneliness,3
R_3sAOu08DzJCbsCx,during,loneliness,3
R_3scUafsIK61edPZ,before,loneliness,3
R_3scUafsIK61edPZ,during,loneliness,7
R_3VJUdRxHSSY9KRH,before,loneliness,6
R_3VJUdRxHSSY9KRH,during,loneliness,6
R_54O3tQvET3fkQAV,before,loneliness,6
R_54O3tQvET3fkQAV,during,loneliness,7
R_6kZae0087zktvOx,before,loneliness,5
R_6kZae0087zktvOx,during,loneliness,5
R_6rhaURmMWIpWVwd,before,loneliness,6
R_6rhaURmMWIpWVwd,during,loneliness,8
R_8jHHv1qsC7vCAz7,before,loneliness,3
R_8jHHv1qsC7vCAz7,during,loneliness,4
R_9Z70MwcyCsPC9X3,before,loneliness,6
R_9Z70MwcyCsPC9X3,during,loneliness,7
R_A5JYMcChIUBrgWJ,before,loneliness,5
R_A5JYMcChIUBrgWJ,during,loneliness,5
R_b25c1SzzqBXhNlf,before,loneliness,9
R_b25c1SzzqBXhNlf,during,loneliness,9
R_b3OqdK3QYKKuHYd,before,loneliness,6
R_b3OqdK3QYKKuHYd,during,loneliness,5
R_BDGcUeEGjSpIacN,before,loneliness,6
R_BDGcUeEGjSpIacN,during,loneliness,9
R_BPqFXh1wkgyB1Tz,before,loneliness,8
R_BPqFXh1wkgyB1Tz,during,loneliness,9
R_brWqcjWNLR2SR6p,before,loneliness,3
R_brWqcjWNLR2SR6p,during,loneliness,6
R_BSsMj7rx2Tnixot,before,loneliness,5
R_BSsMj7rx2Tnixot,during,loneliness,5
R_BueCPimsWc9Utd7,before,loneliness,4
R_BueCPimsWc9Utd7,during,loneliness,3
R_cTISqj1k1d4BAOd,before,loneliness,4
R_cTISqj1k1d4BAOd,during,loneliness,3
R_DejQ8cSCeZ4rekp,before,loneliness,7
R_DejQ8cSCeZ4rekp,during,loneliness,9
R_Oju76sshryv7YAh,before,loneliness,5
R_Oju76sshryv7YAh,during,loneliness,7
R_OP7imJenh3QEzHr,before,loneliness,9
R_OP7imJenh3QEzHr,during,loneliness,9
R_OPvs1zUpPEvZoEp,before,loneliness,3
R_OPvs1zUpPEvZoEp,during,loneliness,3
R_p5CA0SZn571DSEN,before,loneliness,4
R_p5CA0SZn571DSEN,during,loneliness,6
R_piX57LSmaReTby1,before,loneliness,4
R_piX57LSmaReTby1,during,loneliness,4
R_pJBqW9a6blfxMnn,before,loneliness,5
R_pJBqW9a6blfxMnn,during,loneliness,6
R_R80uXkBmWsWOzfP,before,loneliness,3
R_R80uXkBmWsWOzfP,during,loneliness,3
R_RePvY6Xpy9N1z45,before,loneliness,8
R_RePvY6Xpy9N1z45,during,loneliness,8
R_RLcbhnqjnjLiaVX,before,loneliness,3
R_RLcbhnqjnjLiaVX,during,loneliness,4
R_RzB3YPB2gpL3ylr,before,loneliness,3
R_RzB3YPB2gpL3ylr,during,loneliness,3
R_SBupPeUb0kJ7NJL,before,loneliness,3
R_SBupPeUb0kJ7NJL,during,loneliness,6
R_SIf4380kHiu7wAh,before,loneliness,6
R_SIf4380kHiu7wAh,during,loneliness,6
R_SOViMCN9d7ybO8h,before,loneliness,5
R_SOViMCN9d7ybO8h,during,loneliness,5
R_SUcU46CryPkShsR,before,loneliness,6
R_SUcU46CryPkShsR,during,loneliness,8
R_UoPiHE2v8sEVOJb,before,loneliness,7
R_UoPiHE2v8sEVOJb,during,loneliness,9
R_upLgg7PndxOE2Vr,before,loneliness,5
R_upLgg7PndxOE2Vr,during,loneliness,3
R_UtoTopbBz0tqPqp,before,loneliness,4
R_UtoTopbBz0tqPqp,during,loneliness,6
R_UuOGjA6wOYIRHUt,before,loneliness,6
R_UuOGjA6wOYIRHUt,during,loneliness,7
R_WerDtRBiVK6hlnP,before,loneliness,6
R_WerDtRBiVK6hlnP,during,loneliness,8
R_WxPm6DIjeTENfxv,before,loneliness,4
R_WxPm6DIjeTENfxv,during,loneliness,6
R_Xjm191b0NxVNvbz,before,loneliness,6
R_Xjm191b0NxVNvbz,during,loneliness,8
R_Xzj8CbUZRnKEBKV,before,loneliness,8
R_Xzj8CbUZRnKEBKV,during,loneliness,8
R_ykakyVymnlCDlQZ,before,loneliness,3
R_ykakyVymnlCDlQZ,during,loneliness,5
R_z7JR0f6BK2Ps1i1,before,loneliness,5
R_z7JR0f6BK2Ps1i1,during,loneliness,5
R_Zgzav0hvyZ96c6d,before,loneliness,6
R_Zgzav0hvyZ96c6d,during,loneliness,7
R_ZmHvxJewc1RDEfT,before,loneliness,4
R_ZmHvxJewc1RDEfT,during,loneliness,3
R_Zrj2VRi2kmSoAoN,before,loneliness,7
R_Zrj2VRi2kmSoAoN,during,loneliness,8
R_ZxG3FMCz1l6uJd7,before,loneliness,6
R_ZxG3FMCz1l6uJd7,during,loneliness,6
