response_id,time,regularly_play,percent_1,percent_2,percent_3,percent_4,percent_5,percent_6,percent_7,percent_8,percent_9,hours_1,hours_2,hours_3,hours_4,hours_5,hours_6,hours_7,hours_8,hours_9,total_hours,total_percent,single_multi_1,single_multi_2,single_multi_3,single_multi_4,single_multi_5,single_multi_6,single_multi_7,single_multi_8,single_multi_9
R_3pcoKZhAb81bmCu,after,yes,0,5,0,60,0,0,0,35,0,0,7.5,0,90,0,0,0,52.5,0,150,100,NA,alone,NA,multiplayer,NA,NA,multiplayer,alone,NA
R_RLcbhnqjnjLiaVX,before,yes,0,80,0,5,0,5,0,5,5,0,2.4,0,0.15,0,0.15,0,0.15,0.15,3,100,NA,alone,NA,alone,NA,alone,NA,alone,alone
R_RLcbhnqjnjLiaVX,after,yes,0,10,0,0,0,0,0,75,5,0,1.5,0,0,0,0,0,11.25,0.75,13.5,90,NA,alone,NA,NA,NA,NA,NA,multiplayer,alone
R_2B4II5QqOBTuBsc,before,yes,0,90,0,0,0,0,0,0,10,0,13.5,0,0,0,0,0,0,1.5,15,100,NA,alone,NA,NA,NA,NA,NA,NA,multiplayer
R_2B4II5QqOBTuBsc,after,yes,0,0,0,0,10,70,0,20,0,0,0,0,0,3,21,0,6,0,30,100,NA,NA,NA,NA,multiplayer,multiplayer,NA,multiplayer,NA
R_1M5w3AllKLTG9vr,before,yes,0,0,50,0,0,0,10,0,0,0,0,36,0,0,0,7.199999999999999,0,0,43.2,60,multiplayer,NA,multiplayer,NA,NA,NA,alone,NA,alone
R_1M5w3AllKLTG9vr,after,yes,0,2,60,0,0,0,5,9,0,0,1.48,44.4,0,0,0,3.7,6.66,0,56.24,76,NA,alone,multiplayer,NA,NA,NA,alone,alone,alone
R_2fvUAwVkhV1ypOM,before,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,alone,alone,NA,NA,alone,alone,NA,multiplayer
R_2fvUAwVkhV1ypOM,after,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,alone,alone,NA,NA,alone,alone,NA,alone
R_0vTXEcLGjOc6uRj,before,yes,0,0,40,45,0,15,0,0,0,0,0,8.8,9.9,0,3.3,0,0,0,22,100,NA,NA,alone,multiplayer,NA,multiplayer,NA,NA,NA
R_0vTXEcLGjOc6uRj,after,yes,0,0,20,50,0,30,0,0,0,0,0,6,15,0,9,0,0,0,30,100,NA,NA,alone,multiplayer,NA,alone,NA,NA,NA
R_3VJUdRxHSSY9KRH,before,yes,0,0,20,0,0,20,0,50,10,0,0,8,0,0,8,0,20,4,40,100,NA,NA,alone,NA,NA,alone,NA,alone,alone
R_3VJUdRxHSSY9KRH,after,yes,0,0,0,0,0,40,0,50,10,0,0,0,0,0,24,0,30,6,60,100,NA,NA,NA,NA,NA,multiplayer,NA,alone,alone
R_b3OqdK3QYKKuHYd,before,yes,0,30,0,0,0,40,30,0,0,0,1.5,0,0,0,2,1.5,0,0,5,100,NA,alone,NA,NA,NA,alone,alone,NA,NA
R_b3OqdK3QYKKuHYd,after,yes,10,0,0,0,0,80,10,0,0,1.2,0,0,0,0,9.6,1.2,0,0,12,100,multiplayer,NA,NA,NA,NA,alone,alone,NA,NA
R_8jHHv1qsC7vCAz7,before,yes,0,0,10,0,30,30,20,10,0,0,0,1.4000000000000001,0,4.2,4.2,2.8000000000000003,1.4000000000000001,0,14,100,NA,NA,multiplayer,NA,multiplayer,alone,multiplayer,alone,NA
R_8jHHv1qsC7vCAz7,after,yes,0,0,30,0,40,20,0,10,0,0,0,6,0,8,4,0,2,0,20,100,NA,NA,multiplayer,NA,multiplayer,alone,NA,alone,NA
R_BDGcUeEGjSpIacN,before,yes,0,10,70,20,0,0,0,0,0,0,1,7,2,0,0,0,0,0,10,100,NA,alone,multiplayer,multiplayer,NA,NA,NA,NA,NA
R_BDGcUeEGjSpIacN,after,yes,0,10,40,30,0,10,0,10,0,0,4,16,12,0,4,0,4,0,40,100,NA,multiplayer,multiplayer,multiplayer,NA,NA,alone,alone,NA
R_1IinNUQ1rqrHi12,before,yes,0,10,10,60,10,0,0,10,0,0,6,6,36,6,0,0,6,0,60,100,NA,alone,alone,multiplayer,alone,alone,alone,alone,NA
R_1IinNUQ1rqrHi12,after,yes,0,0,20,50,0,10,10,10,0,0,0,24.2,60.5,0,12.1,12.1,12.1,0,121,100,NA,alone,alone,multiplayer,alone,multiplayer,alone,alone,NA
R_3lxovCWhEaeqaCs,before,yes,0,0,25,25,0,25,0,25,0,0,0,7.5,7.5,0,7.5,0,7.5,0,30,100,NA,NA,multiplayer,multiplayer,NA,alone,NA,alone,NA
R_3lxovCWhEaeqaCs,after,yes,0,0,25,10,15,25,10,15,0,0,0,4,1.6,2.4,4,1.6,2.4,0,16,100,NA,NA,multiplayer,multiplayer,alone,alone,alone,alone,NA
R_1N9O72YdQ4GZFDi,before,yes,0,10,20,5,0,50,10,5,0,0,4.8,9.6,2.4,0,24,4.8,2.4,0,48,100,NA,alone,multiplayer,multiplayer,NA,alone,alone,alone,NA
R_1N9O72YdQ4GZFDi,after,yes,0,10,20,0,0,50,20,0,0,0,4,8,0,0,20,8,0,0,40,100,NA,alone,multiplayer,NA,NA,alone,alone,NA,NA
R_brWqcjWNLR2SR6p,before,yes,0,0,70,20,0,10,0,0,0,0,0,17.5,5,0,2.5,0,0,0,25,100,NA,NA,multiplayer,multiplayer,NA,NA,NA,NA,NA
R_brWqcjWNLR2SR6p,after,yes,5,0,50,40,0,5,0,0,0,1.75,0,17.5,14,0,1.75,0,0,0,35,100,alone,NA,multiplayer,multiplayer,NA,multiplayer,NA,NA,NA
R_1HbCUjufNKWfBV4,before,yes,0,0,50,0,0,0,0,50,0,0,0,17.5,0,0,0,0,17.5,0,35,100,NA,NA,multiplayer,NA,NA,NA,NA,alone,NA
R_1HbCUjufNKWfBV4,after,yes,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,15.75,0,15.75,75,NA,NA,NA,NA,NA,NA,NA,alone,NA
R_OP7imJenh3QEzHr,before,yes,10,20,40,0,0,20,0,10,0,1.3,2.6,5.2,0,0,2.6,0,1.3,0,13,100,NA,NA,multiplayer,NA,NA,alone,NA,alone,NA
R_OP7imJenh3QEzHr,after,yes,20,0,50,10,0,20,0,0,0,10.2,0,25.5,5.1,0,10.2,0,0,0,51,100,multiplayer,NA,multiplayer,alone,NA,alone,NA,alone,NA
R_2YJKbEV4DDO8Lc0,before,yes,15,20,0,0,0,15,0,50,0,3,4,0,0,0,3,0,10,0,20,100,multiplayer,alone,NA,NA,NA,alone,NA,multiplayer,NA
R_2YJKbEV4DDO8Lc0,after,yes,10,40,0,0,0,10,0,0,40,1.5,6,0,0,0,1.5,0,0,6,15,100,multiplayer,alone,NA,NA,NA,alone,NA,multiplayer,NA
R_6kZae0087zktvOx,before,yes,0,10,5,0,0,0,0,0,0,0,1.5,0.75,0,0,0,0,0,0,2.25,15,NA,multiplayer,multiplayer,NA,NA,NA,NA,NA,NA
R_6kZae0087zktvOx,after,yes,0,30,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,30,NA,multiplayer,NA,NA,NA,NA,NA,NA,NA
R_24isskypHAzj6a4,before,yes,20,0,0,0,0,80,0,0,0,1.6,0,0,0,0,6.4,0,0,0,8,100,alone,NA,NA,NA,NA,alone,NA,NA,NA
R_24isskypHAzj6a4,after,yes,0,0,30,10,0,40,10,10,0,0,0,12,4,0,16,4,4,0,40,100,NA,NA,alone,multiplayer,NA,alone,multiplayer,alone,NA
R_b25c1SzzqBXhNlf,before,yes,0,0,25,25,0,0,50,0,0,0,0,7.5,7.5,0,0,15,0,0,30,100,NA,alone,alone,alone,NA,NA,alone,alone,NA
R_b25c1SzzqBXhNlf,after,yes,0,0,0,25,0,25,50,0,0,0,0,0,11.5,0,11.5,23,0,0,46,100,NA,alone,NA,NA,NA,NA,alone,NA,NA
R_1nSWaU6aHeoCVz1,before,yes,0,0,0,0,0,75,25,0,0,0,0,0,0,0,1.5,0.5,0,0,2,100,alone,NA,NA,NA,NA,alone,alone,NA,NA
R_1nSWaU6aHeoCVz1,after,yes,0,0,0,0,0,95,5,0,0,0,0,0,0,0,14.25,0.75,0,0,15,100,NA,NA,NA,NA,NA,alone,alone,NA,NA
R_2XcEmd1YzcIXw1Y,before,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alone,alone,alone,multiplayer,alone,alone,alone,alone,alone
R_2XcEmd1YzcIXw1Y,after,yes,0,0,20,50,10,20,0,0,0,0,0,6,15,3,6,0,0,0,30,100,multiplayer,alone,multiplayer,multiplayer,alone,multiplayer,multiplayer,alone,alone
R_3KCvZebmGxmSVat,before,yes,0,80,0,20,0,0,0,0,0,0,33.6,0,8.4,0,0,0,0,0,42,100,NA,alone,NA,multiplayer,NA,NA,NA,NA,NA
R_3KCvZebmGxmSVat,after,yes,0,95,0,5,0,0,0,0,0,0,26.6,0,1.4000000000000001,0,0,0,0,0,28,100,NA,NA,NA,multiplayer,NA,NA,NA,NA,NA
R_2TSJxMqN9gOlUOV,before,yes,0,33,33,0,0,34,0,0,0,0,11.879999999999999,11.879999999999999,0,0,12.24,0,0,0,36,100,NA,alone,alone,NA,NA,alone,NA,NA,NA
R_2TSJxMqN9gOlUOV,after,yes,0,10,40,0,0,50,0,0,0,0,5,20,0,0,25,0,0,0,50,100,NA,alone,alone,NA,NA,alone,NA,NA,NA
R_3jV6I52yPFAZ8oy,before,yes,0,6,0,0,0,20,0,0,1,0,1.62,0,0,0,5.4,0,0,0.27,7.290000000000001,27,NA,alone,NA,NA,NA,alone,NA,NA,alone
R_3jV6I52yPFAZ8oy,after,yes,0,6,0,0,0,25,0,0,0,0,1.8599999999999999,0,0,0,7.75,0,0,0,9.61,31,NA,alone,NA,NA,NA,multiplayer,NA,NA,alone
R_1E5vpihv0BCn2Jo,before,yes,0,0,0,5,0,20,25,50,0,0,0,0,1.55,0,6.2,7.75,15.5,0,31,100,NA,NA,alone,alone,NA,alone,multiplayer,alone,NA
R_1E5vpihv0BCn2Jo,after,yes,0,0,0,0,0,100,0,0,0,0,0,0,0,0,40,0,0,0,40,100,NA,NA,NA,alone,NA,alone,NA,NA,NA
R_2UVJlgmzYG5Xn9P,before,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,alone,multiplayer,multiplayer,alone,multiplayer,NA,multiplayer,alone
R_2UVJlgmzYG5Xn9P,after,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,alone,multiplayer,multiplayer,alone,multiplayer,NA,multiplayer,alone
R_3asqcGii6ulHk9X,before,yes,0,0,30,30,0,40,0,0,0,0,0,3.9000000000000004,3.9000000000000004,0,5.2,0,0,0,13,100,NA,NA,alone,alone,NA,alone,NA,NA,NA
R_3asqcGii6ulHk9X,after,yes,0,0,30,20,0,50,0,0,0,0,0,9,6,0,15,0,0,0,30,100,NA,NA,multiplayer,alone,NA,alone,NA,NA,NA
R_2947NV0sa0o6uqa,before,yes,0,10,80,0,0,10,0,0,0,0,3,24,0,0,3,0,0,0,30,100,NA,alone,multiplayer,NA,NA,alone,NA,NA,NA
R_2947NV0sa0o6uqa,after,yes,0,0,50,0,0,40,0,10,0,0,0,37.5,0,0,30,0,7.5,0,75,100,NA,NA,multiplayer,NA,NA,multiplayer,NA,alone,NA
R_1Nady9hvbIvDcLg,before,yes,0,90,0,0,0,10,0,0,0,0,18.9,0,0,0,2.1,0,0,0,21,100,NA,multiplayer,NA,NA,NA,alone,NA,NA,NA
R_1Nady9hvbIvDcLg,after,yes,0,30,0,0,0,70,0,0,0,0,9,0,0,0,21,0,0,0,30,100,NA,multiplayer,NA,NA,NA,alone,NA,NA,NA
R_SIf4380kHiu7wAh,before,yes,0,100,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,100,NA,alone,NA,NA,NA,NA,NA,NA,NA
R_SIf4380kHiu7wAh,after,yes,0,100,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,100,NA,alone,NA,NA,NA,NA,NA,NA,NA
R_1DtGqgKOtlhl4vS,before,yes,0,70,30,0,0,0,0,0,0,0,52.5,22.5,0,0,0,0,0,0,75,100,NA,alone,multiplayer,NA,NA,NA,NA,NA,NA
R_1DtGqgKOtlhl4vS,after,yes,0,25,70,0,5,0,0,0,0,0,15,42,0,3,0,0,0,0,60,100,NA,alone,multiplayer,NA,alone,NA,NA,NA,NA
R_UuOGjA6wOYIRHUt,before,yes,0,0,0,40,0,40,10,10,0,0,0,0,16,0,16,4,4,0,40,100,NA,NA,NA,multiplayer,NA,multiplayer,NA,alone,NA
R_UuOGjA6wOYIRHUt,after,yes,10,10,10,15,10,15,10,10,10,8,8,8,12,8,12,8,8,8,80,100,alone,alone,multiplayer,multiplayer,alone,multiplayer,alone,multiplayer,alone
R_1eqNc6OUIYqj3s8,before,yes,0,50,0,25,0,25,0,0,0,0,20,0,10,0,10,0,0,0,40,100,NA,multiplayer,NA,multiplayer,NA,multiplayer,NA,NA,NA
R_1eqNc6OUIYqj3s8,after,yes,0,0,0,80,0,10,0,10,0,0,0,0,51.2,0,6.4,0,6.4,0,64,100,NA,NA,NA,multiplayer,NA,multiplayer,NA,alone,NA
R_3koLHqG1bLK3yy5,before,yes,0,90,0,0,0,0,0,10,0,0,7.2,0,0,0,0,0,0.8,0,8,100,alone,alone,NA,NA,NA,NA,NA,alone,NA
R_3koLHqG1bLK3yy5,after,yes,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,30,0,0,30,100,NA,NA,NA,NA,NA,NA,alone,NA,NA
R_2qrC4O6fVkjwiry,before,yes,0,5,8,2,0,30,15,40,0,0,1,1.6,0.4,0,6,3,8,0,20,100,NA,alone,multiplayer,alone,NA,alone,multiplayer,multiplayer,NA
R_2qrC4O6fVkjwiry,after,yes,1,20,5,0,0,10,4,60,0,0.05,1,0.25,0,0,0.5,0.2,3,0,5,100,multiplayer,alone,alone,NA,NA,alone,alone,multiplayer,NA
R_ZxG3FMCz1l6uJd7,before,yes,0,40,0,10,0,30,0,20,0,0,3.5999999999999996,0,0.8999999999999999,0,2.6999999999999997,0,1.7999999999999998,0,9,100,NA,alone,NA,alone,NA,alone,NA,alone,NA
R_ZxG3FMCz1l6uJd7,after,yes,0,60,0,10,0,10,0,20,0,0,4.2,0,0.7000000000000001,0,0.7000000000000001,0,1.4000000000000001,0,7,100,NA,alone,NA,alone,NA,alone,NA,alone,NA
R_SUcU46CryPkShsR,before,yes,0,50,20,0,0,30,0,0,0,0,20,8,0,0,12,0,0,0,40,100,NA,alone,multiplayer,NA,NA,alone,NA,NA,NA
R_SUcU46CryPkShsR,after,yes,0,50,20,0,0,30,0,0,0,0,27.500000000000004,11,0,0,16.5,0,0,0,55,100,NA,alone,multiplayer,NA,NA,alone,NA,NA,NA
R_1cSrZsKJbMLVpfn,before,yes,35,0,0,40,0,10,0,0,15,3.5,0,0,4,0,1,0,0,1.5,10,100,alone,NA,NA,alone,NA,alone,NA,NA,alone
R_1cSrZsKJbMLVpfn,after,yes,10,0,0,70,0,0,0,0,20,3.5,0,0,24.5,0,0,0,0,7,35,100,alone,NA,NA,alone,NA,NA,NA,NA,alone
R_3e1VGffpt89tw8h,before,yes,0,0,80,20,0,0,0,0,0,0,0,20,5,0,0,0,0,0,25,100,NA,NA,multiplayer,multiplayer,NA,NA,NA,NA,NA
R_3e1VGffpt89tw8h,after,yes,0,0,25,60,0,0,0,0,15,0,0,11.25,27,0,0,0,0,6.75,45,100,NA,NA,multiplayer,multiplayer,NA,NA,NA,NA,alone
R_25z3VIIwpNMoGjS,before,yes,0,30,0,0,0,30,20,20,0,0,7.5,0,0,0,7.5,5,5,0,25,100,NA,alone,NA,NA,NA,multiplayer,alone,multiplayer,NA
R_25z3VIIwpNMoGjS,after,yes,0,35,10,0,0,0,55,0,0,0,11.9,3.4000000000000004,0,0,0,18.700000000000003,0,0,34,100,NA,alone,multiplayer,NA,NA,NA,multiplayer,NA,NA
R_3pajSVQnjGXyVpt,before,yes,0,60,20,20,0,0,0,0,0,0,4.8,1.6,1.6,0,0,0,0,0,8,100,NA,alone,multiplayer,alone,NA,NA,NA,NA,NA
R_3pajSVQnjGXyVpt,after,yes,0,50,40,10,0,0,0,0,0,0,22.5,18,4.5,0,0,0,0,0,45,100,NA,alone,multiplayer,alone,NA,NA,NA,NA,NA
R_2TG0VS1cyTZTOII,before,yes,0,0,0,0,20,80,0,0,0,0,0,0,0,2,8,0,0,0,10,100,NA,alone,NA,NA,alone,alone,NA,NA,NA
R_2TG0VS1cyTZTOII,after,yes,5,0,0,0,15,80,0,0,0,0.75,0,0,0,2.25,12,0,0,0,15,100,NA,alone,NA,NA,multiplayer,alone,NA,NA,NA
R_2vZKXOkrXwQOPM0,before,yes,0,0,100,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,35,100,NA,NA,multiplayer,NA,NA,NA,NA,NA,NA
R_2vZKXOkrXwQOPM0,after,yes,0,0,75,0,0,20,0,5,0,0,0,30,0,0,8,0,2,0,40,100,NA,NA,multiplayer,NA,NA,multiplayer,alone,multiplayer,NA
R_1OIk0siawnKDTiy,before,yes,0,20,0,0,0,30,0,50,0,0,4,0,0,0,6,0,10,0,20,100,NA,alone,NA,NA,NA,alone,NA,multiplayer,NA
R_1OIk0siawnKDTiy,after,yes,0,10,0,10,10,20,10,40,0,0,5,0,5,5,10,5,20,0,50,100,NA,alone,NA,alone,multiplayer,alone,alone,multiplayer,NA
R_1mIvz4scUnVKLx7,before,yes,0,0,25,50,0,25,0,0,0,0,0,1.25,2.5,0,1.25,0,0,0,5,100,NA,NA,NA,multiplayer,NA,alone,NA,NA,NA
R_1mIvz4scUnVKLx7,after,yes,0,0,0,50,0,0,0,50,0,0,0,0,4,0,0,0,4,0,8,100,NA,NA,NA,multiplayer,NA,NA,alone,NA,NA
R_Zrj2VRi2kmSoAoN,before,yes,0,0,0,0,0,100,0,0,0,0,0,0,0,0,13,0,0,0,13,100,NA,NA,NA,NA,NA,multiplayer,NA,NA,NA
R_Zrj2VRi2kmSoAoN,after,yes,0,0,0,0,0,100,0,0,0,0,0,0,0,0,22,0,0,0,22,100,NA,NA,NA,NA,NA,alone,NA,NA,NA
R_9tazVdP7WtK9BAJ,before,yes,0,0,100,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,100,NA,NA,alone,NA,NA,NA,NA,NA,NA
R_9tazVdP7WtK9BAJ,after,yes,0,0,25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,25,NA,alone,alone,NA,NA,NA,NA,NA,NA
R_WxPm6DIjeTENfxv,before,yes,5,70,10,0,0,15,0,0,0,1.5,21,3,0,0,4.5,0,0,0,30,100,alone,alone,alone,NA,NA,alone,NA,NA,NA
R_WxPm6DIjeTENfxv,after,yes,5,55,10,0,0,30,0,0,0,1.9,20.9,3.8,0,0,11.4,0,0,0,38,100,alone,alone,alone,NA,NA,alone,NA,NA,NA
R_2yk1CSC8mwjjLGP,before,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,alone,multiplayer,NA,alone,NA,alone,NA
R_2yk1CSC8mwjjLGP,after,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,alone,multiplayer,NA,alone,NA,multiplayer,NA
R_3O0Oame9dqBbP5b,before,yes,0,0,0,100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,100,NA,NA,NA,multiplayer,NA,NA,NA,NA,NA
R_3O0Oame9dqBbP5b,after,yes,10,0,0,85,0,5,0,0,0,1,0,0,8.5,0,0.5,0,0,0,10,100,multiplayer,NA,NA,multiplayer,NA,multiplayer,NA,NA,NA
R_DejQ8cSCeZ4rekp,before,yes,0,5,50,40,0,0,0,0,5,0,1.5,15,12,0,0,0,0,1.5,30,100,NA,alone,alone,multiplayer,NA,NA,NA,alone,alone
R_DejQ8cSCeZ4rekp,after,yes,0,1,47,47,0,0,0,0,5,0,0.4,18.8,18.8,0,0,0,0,2,40,100,NA,alone,multiplayer,multiplayer,NA,NA,NA,NA,alone
R_1OVLo23ZSViJv0e,before,yes,0,30,0,70,0,0,0,0,0,0,2.4,0,5.6000000000000005,0,0,0,0,0,8,100,NA,alone,NA,multiplayer,NA,NA,NA,NA,NA
R_1OVLo23ZSViJv0e,after,yes,0,15,0,0,0,85,0,0,0,0,2.1,0,0,0,11.9,0,0,0,14,100,NA,alone,NA,NA,NA,multiplayer,NA,NA,NA
R_27D28zcmps8GRka,before,yes,0,100,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,100,NA,alone,NA,NA,NA,NA,NA,NA,NA
R_27D28zcmps8GRka,after,yes,0,90,0,0,0,10,0,0,0,0,20.7,0,0,0,2.3000000000000003,0,0,0,23,100,NA,alone,NA,NA,NA,alone,NA,NA,NA
R_1isdeJ0akLVA05z,before,yes,0,0,30,0,0,0,0,5,0,0,0,10.5,0,0,0,0,1.75,0,12.25,35,NA,NA,multiplayer,NA,NA,NA,NA,alone,NA
R_1isdeJ0akLVA05z,after,yes,0,0,5,30,0,0,0,0,0,0,0,1.75,10.5,0,0,0,0,0,12.25,35,NA,NA,multiplayer,multiplayer,NA,NA,NA,NA,NA
R_3n2iadGDdM5zQ7k,before,yes,0,10,0,60,0,30,0,0,0,0,3,0,18,0,9,0,0,0,30,100,NA,alone,NA,multiplayer,NA,alone,NA,NA,NA
R_3n2iadGDdM5zQ7k,after,yes,0,0,0,20,0,70,0,10,0,0,0,0,7.6,0,26.6,0,3.8,0,38,100,NA,NA,NA,multiplayer,NA,multiplayer,NA,alone,NA
R_3scUafsIK61edPZ,before,yes,0,0,10,10,5,25,50,0,0,0,0,2,2,1,5,10,0,0,20,100,NA,NA,alone,alone,multiplayer,alone,alone,NA,NA
R_3scUafsIK61edPZ,after,yes,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,60,0,0,60,100,NA,NA,NA,NA,NA,NA,multiplayer,NA,NA
R_29gj9i4nykxouwi,before,yes,0,40,10,20,0,10,0,20,0,0,2.4,0.6,1.2,0,0.6,0,1.2,0,6,100,NA,multiplayer,multiplayer,multiplayer,NA,alone,NA,multiplayer,NA
R_29gj9i4nykxouwi,after,yes,0,15,15,20,5,10,0,20,15,0,3,3,4,1,2,0,4,3,20,100,NA,multiplayer,multiplayer,multiplayer,multiplayer,alone,NA,multiplayer,alone
R_3HS9n2GsIIHkDkT,before,yes,0,50,0,50,0,0,0,0,0,0,7.5,0,7.5,0,0,0,0,0,15,100,NA,alone,NA,multiplayer,NA,NA,NA,NA,NA
R_3HS9n2GsIIHkDkT,after,yes,0,40,0,60,0,0,0,0,0,0,6,0,9,0,0,0,0,0,15,100,NA,alone,NA,multiplayer,NA,NA,NA,NA,NA
R_2YyK6503UwmpO2W,before,yes,50,0,0,0,0,0,0,0,50,4,0,0,0,0,0,0,0,4,8,100,alone,NA,NA,NA,NA,NA,NA,NA,alone
R_2YyK6503UwmpO2W,after,yes,50,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,5,10,100,alone,NA,NA,NA,NA,NA,NA,NA,alone
R_2OYGHuXGBqkz2JB,before,yes,0,50,0,20,0,30,0,0,0,0,17.5,0,7,0,10.5,0,0,0,35,100,NA,alone,NA,multiplayer,NA,alone,NA,NA,NA
R_2OYGHuXGBqkz2JB,after,yes,0,10,0,30,0,50,0,10,0,0,7.7,0,23.1,0,38.5,0,7.7,0,77,100,NA,alone,NA,multiplayer,NA,alone,NA,alone,NA
R_2E4NIJT672CNqhY,before,yes,0,20,40,40,0,0,0,0,0,0,2.8000000000000003,5.6000000000000005,5.6000000000000005,0,0,0,0,0,14.000000000000002,100,alone,NA,alone,multiplayer,NA,NA,NA,NA,NA
R_2E4NIJT672CNqhY,after,yes,0,0,80,20,0,0,0,0,0,0,0,4.8,1.2,0,0,0,0,0,6,100,NA,NA,alone,multiplayer,NA,NA,NA,NA,NA
R_BPqFXh1wkgyB1Tz,before,yes,0,0,0,100,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,100,NA,NA,NA,multiplayer,NA,NA,NA,NA,NA
R_BPqFXh1wkgyB1Tz,after,yes,0,0,0,100,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,100,multiplayer,NA,NA,multiplayer,NA,NA,NA,NA,NA
R_3m4gEtF4OFDZWgM,before,yes,0,0,2,0,0,6,0,0,0,0,0,0.16,0,0,0.48,0,0,0,0.64,8,NA,NA,alone,NA,NA,alone,NA,NA,NA
R_3m4gEtF4OFDZWgM,after,yes,0,0,8,0,0,2,0,0,0,0,0,0.8,0,0,0.2,0,0,0,1,10,NA,NA,alone,NA,NA,multiplayer,NA,NA,NA
R_1jf9Sx7JAoAu6dB,before,yes,0,20,30,10,0,40,0,0,0,0,4,6,2,0,8,0,0,0,20,100,NA,multiplayer,multiplayer,multiplayer,NA,multiplayer,NA,NA,NA
R_1jf9Sx7JAoAu6dB,after,yes,0,20,30,0,0,50,0,0,0,0,8,12,0,0,20,0,0,0,40,100,NA,multiplayer,alone,NA,NA,alone,NA,NA,NA
R_10TobIjLKGhA3cQ,before,yes,0,50,0,50,0,0,0,0,0,0,7.5,0,7.5,0,0,0,0,0,15,100,NA,NA,alone,multiplayer,NA,NA,NA,NA,NA
R_10TobIjLKGhA3cQ,after,yes,0,50,0,50,0,0,0,0,0,0,7.5,0,7.5,0,0,0,0,0,15,100,NA,alone,NA,multiplayer,NA,NA,NA,NA,NA
R_1oCk4T1oiygv2K1,before,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multiplayer,NA,multiplayer,alone,NA,alone,NA,NA,NA
R_1oCk4T1oiygv2K1,after,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multiplayer,NA,multiplayer,alone,NA,alone,alone,multiplayer,NA
R_2OPDHtEfJyTCxsv,before,yes,0,3.5,0,0,0,24.5,0,7,0,0,1.2249999999999999,0,0,0,8.575,0,2.4499999999999997,0,12.249999999999998,35,NA,alone,NA,NA,NA,alone,NA,alone,NA
R_2OPDHtEfJyTCxsv,after,yes,0,7,0,0,0,14,0,24,0,0,3.15,0,0,0,6.3,0,10.8,0,20.25,45,NA,alone,NA,NA,NA,alone,NA,alone,NA
R_29sTVuZYJRxiKzv,before,yes,0,0,50,50,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,100,NA,NA,alone,alone,NA,NA,NA,NA,NA
R_29sTVuZYJRxiKzv,after,yes,0,0,50,50,0,0,0,0,0,0,0,10.5,10.5,0,0,0,0,0,21,100,NA,NA,multiplayer,alone,NA,NA,NA,NA,NA
R_111rjgTikYEbPtb,before,yes,0,0,10,0,20,50,10,10,0,0,0,2,0,4,10,2,2,0,20,100,NA,NA,alone,NA,alone,alone,alone,alone,NA
R_111rjgTikYEbPtb,after,yes,0,0,0,0,10,70,20,0,0,0,0,0,0,8,56,16,0,0,80,100,NA,NA,NA,NA,alone,multiplayer,alone,NA,NA
R_1IFBVZISRpLTJit,before,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multiplayer,NA,NA,multiplayer,NA,alone,alone,alone,alone
R_1IFBVZISRpLTJit,after,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,alone,alone,multiplayer,NA,NA,NA,NA,NA
R_2zUqq1urUzBGq6C,before,yes,5,50,10,0,0,35,0,0,0,1.2,12,2.4,0,0,8.4,0,0,0,24,100,multiplayer,alone,alone,NA,NA,alone,NA,NA,NA
