Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.40430679785490914,0.1113055839762629,0.21183279461306306,0.641635244189659
b_Intercept[2],0.5990819183646349,0.10871550951733795,0.3820552784661111,0.8052475922205735
b_Intercept[3],0.7013000605832318,0.09569370226416717,0.49375544601932303,0.8669624215568915
b_Intercept[4],0.798435878990665,0.07556917588632742,0.6215577987932989,0.9203453790073286
b_Intercept[5],0.841903066769718,0.06455387305024016,0.6932436609028249,0.9422218040185892
b_Intercept[6],0.8732946516021359,0.05494651883814522,0.7476160913593456,0.9560450165490771
b_Intercept[7],0.8946620887706065,0.04776114492618053,0.7845001284874468,0.964823159984173
b_Intercept[8],0.9185944331600067,0.03912650434063903,0.8262533363864785,0.9739964236479083
b_Intercept[9],0.9315138687342074,0.03429155670912794,0.8469367458189593,0.9792537185494196
b_Intercept[10],0.9475717488297339,0.0273293430888767,0.8804918918706726,0.9846414599379707
b_Intercept[11],0.9582173237830821,0.022883038244639702,0.9007946388950382,0.9886314770621208
b_Intercept[12],0.968313175259904,0.018444302257657984,0.9204696565755958,0.9919543213558705
b_Intercept[13],0.9748060621943085,0.015238723472091915,0.9362515448405331,0.9939765768286359
b_Intercept[14],0.9888629566949974,0.008092375980111071,0.9670717180000572,0.9981490252897076
b_Intercept[15],0.9961098680701733,0.003890529420833537,0.9851910044769446,0.999805883924313
b_hours_diff,0.0166472895880357,0.025871865143789512,-0.03279796,0.0679816525
b_loneliness_during,0.203773634515,0.0626204876697163,0.08487721250000001,0.3311331
b_hours_diff:loneliness_during,-0.00106789625492875,0.0031972461345219118,-0.007386468,0.005100283250000001
