effect,term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,Intercept[1],-0.3125776891819375,0.49440870466985193,-1.30843825,0.6448862499999999,1.0002152839598877,7965,6161
fixed,Intercept[2],0.550552039717875,0.47882360695606535,-0.36664402499999965,1.4767094999999997,1.0007896457457668,9102,6689
fixed,Intercept[3],1.05697224507125,0.4862019242056961,0.12293870000000025,2.01204575,1.0003025829130416,8418,6638
fixed,Intercept[4],1.6530498568,0.5039273738879437,0.6825571000000001,2.6553134999999983,1.0001725473878114,8014,6817
fixed,Intercept[5],2.00293419725,0.5195426924534869,1.0104465,3.0333142499999997,1.0002590839417145,7867,6878
fixed,Intercept[6],2.304785352875,0.5319020214392964,1.27076875,3.3672269999999997,1.000177102690721,7463,6810
fixed,Intercept[7],2.550480597,0.5424598900850587,1.49492475,3.6293794999999984,1.0001663629955364,7495,6791
fixed,Intercept[8],2.88450760775,0.5575521584907299,1.8022632500000004,4.007463,1.0004865997228036,7534,6502
fixed,Intercept[9],3.108033283,0.5709728982499291,2.006523,4.27137575,1.0002418069043049,7363,6496
fixed,Intercept[10],3.43952699,0.5904284608704433,2.314577,4.623655749999999,1.000381741304827,7586,6775
fixed,Intercept[11],3.72600306875,0.6086620776284761,2.5575432500000006,4.9627935,1.0002328409568917,7788,6628
fixed,Intercept[12],4.06116298375,0.6343320697592078,2.870261,5.3525504999999995,1.0000885232559567,8519,6741
fixed,Intercept[13],4.3263056075,0.6585850747929408,3.0763160000000007,5.631685,1.0006560955673178,8676,7136
fixed,Intercept[14],5.32030948875,0.7927342109319957,3.8568465,6.99379075,0.9998187077174313,8939,6931
fixed,Intercept[15],6.78277609125,1.1873204703541183,4.7623,9.4352165,0.9997344497033156,10142,6359
fixed,hours_diff,0.0170910718352125,0.026324742204849098,-0.03291313,0.06973614,1.0003973303850033,6094,4348
fixed,loneliness_during,0.22002336998375,0.06360288643591426,0.09502274,0.348857675,0.9999244153686121,7270,5731
fixed,hours_diff:loneliness_during,-9.1822197730375e-4,0.003253371236262741,-0.007370035749999999,0.0053554937499999955,1.000384067104429,6385,4947
