Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.42675642216295817,0.11446370050392499,0.2127483002533736,0.6558571672783787
b_Intercept[2],0.6278051718701498,0.10680506699529894,0.4093521935503873,0.8140750554168454
b_Intercept[3],0.7319283681778821,0.09207799432477744,0.5306960228527943,0.8820560141273929
b_Intercept[4],0.8281648261925303,0.07032910145359943,0.6643091748203797,0.9343377095702562
b_Intercept[5],0.8705994080435054,0.057972249883306494,0.7331075208940482,0.954056663331948
b_Intercept[6],0.8998064099703895,0.04809842014653122,0.7808743168303097,0.9666644487115714
b_Intercept[7],0.9191324893043921,0.04077278768724494,0.8168163002341724,0.9741531380229272
b_Intercept[8],0.9399929881728591,0.03208914172169528,0.8584242120604882,0.9821451337232302
b_Intercept[9],0.9509679258920654,0.02733890537872118,0.8814802506175795,0.9862297075421735
b_Intercept[10],0.9638162746932493,0.02126848164932157,0.9100771251121459,0.9902785910730707
b_Intercept[11],0.9722392460603505,0.017034233769337995,0.9280786387250339,0.9930552029170244
b_Intercept[12],0.9796551701641306,0.013149454233880217,0.9463565972838671,0.9952862681901946
b_Intercept[13],0.984068953856224,0.010775422812563568,0.9559051619024044,0.9964302550465081
b_Intercept[14],0.9935139874350795,0.005285852363300685,0.9793028815856754,0.999083279461783
b_Intercept[15],0.9979878700850753,0.002342401675197291,0.9915264829424351,0.9999201448634196
b_hours_diff,0.0170910718352125,0.026324742204849098,-0.03291313,0.06973614
b_loneliness_during,0.22002336998375,0.06360288643591426,0.09502274,0.348857675
b_hours_diff:loneliness_during,-9.1822197730375e-4,0.003253371236262741,-0.00737003575,0.0053554937499999955
