effect,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,-8.1381028425,1.076967441609038,-10.447919999999998,-6.18656825,1.0076768022456037,1015,1687
fixed,-5.806271305,0.8185159331438207,-7.5716445,-4.3831085000000005,1.0109743348095928,894,1498
fixed,-4.248957945,0.6876998944435584,-5.695916499999999,-3.021228999999999,1.0110039779178113,986,1595
fixed,-3.0755196175,0.6045316181290753,-4.38487525,-1.9908009999999992,1.0104222997317365,1041,1438
fixed,-2.1420469005,0.5469100107933453,-3.3209862500000003,-1.1445404999999997,1.0117997310912454,1065,1765
fixed,-1.20163618725,0.5018933069094262,-2.232554,-0.27934982499999994,1.0116752807185287,1118,1900
fixed,-0.29370365757275,0.476754440384093,-1.2484417499999998,0.5933832250000002,1.0115565160902455,1164,1835
fixed,0.3211881523105,0.4699919780271831,-0.615782575,1.2375050000000003,1.0094170181389588,1256,2058
fixed,0.847371039986,0.46819141456606755,-0.07858077999999995,1.7503885000000003,1.0091290508479636,1283,1948
fixed,1.1836656192175,0.4734962070207963,0.26529275000000013,2.11379525,1.008775396167304,1300,1938
fixed,1.53419941935,0.4787960542219954,0.5793967750000001,2.4743585,1.008485499518459,1332,2085
fixed,1.685570419,0.485211313903496,0.7435693750000001,2.6669175000000003,1.0087196637528775,1344,2041
fixed,2.48884181975,0.5263317350694042,1.4981777500000002,3.54027775,1.0076357970266538,1514,2405
fixed,3.277930875,0.575724917943691,2.188399,4.479413999999999,1.0046610102417264,1552,2272
fixed,3.97389,0.6198322897831836,2.8110042500000003,5.266298,1.0037254216981932,1610,2361
fixed,4.617440585,0.6690689561983465,3.3315085,5.96643475,1.003199862176854,1674,2408
fixed,5.171387585,0.7047026050142686,3.8226665000000004,6.5967585,1.0031862432899943,1696,2709
fixed,5.6797744225,0.7383552396779998,4.2617755,7.168606500000001,1.002349190434041,1747,2654
fixed,6.30972437,0.7935979133774751,4.786848,7.91735025,1.0019592636790413,1841,2803
fixed,6.7024189725,0.8299574382800653,5.14198825,8.391991,1.0021786235718524,1817,2653
fixed,8.3097664275,1.0918710552862252,6.340273250000001,10.655875,1.0011852142535087,2149,2695
fixed,0.170835274071375,0.14602732506956892,-0.11396417499999989,0.46168975,1.0005706298884967,4959,2855
fixed,0.850283591025,0.2707598057861711,0.337023,1.38700975,1.0000786919450941,1932,2711
fixed,0.00203949752645,0.16654628808341046,-0.32056105,0.32746495000000003,1.001083354792191,4046,2950
