effect,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,-2.02794467919,1.1648921841943662,-4.333366749999999,0.245817525,1.001190495489911,3759,2291
fixed,0.07272159125365,0.030933672637615307,0.012766482500000002,0.1340517,1.0012852838511683,3964,2303
