Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.009316597199289579,0.006889018805589245,0.0016097178136584825,0.027037700367726084
b_Intercept[2],0.05607913686601559,0.03078787145942651,0.014410867257212912,0.13068476977820515
b_Intercept[3],0.2143085399796971,0.08251068510230021,0.08198872576845463,0.3978752346550223
b_Intercept[4],0.4826157371941095,0.11277003245585943,0.2649813849235256,0.6968407002106761
b_Intercept[5],0.6674418745489233,0.10077588108531636,0.451973407026691,0.840043176947931
b_Intercept[6],0.8426630462404912,0.064008690244316,0.6909270362671759,0.938401605615884
b_Intercept[7],0.8839793870971189,0.05113282711213195,0.7616315367532198,0.9593673547216144
b_Intercept[8],0.9429953051714806,0.02903533379201011,0.8717940720591224,0.9829975094313864
b_Intercept[9],0.9655730835764986,0.0190843378070041,0.9189608946331979,0.9901822401740956
b_Intercept[10],0.9771501389095553,0.013556123810332646,0.9429133983225393,0.99441124686135
b_Intercept[11],0.9886617680618741,0.0075932050523611905,0.9692018636601702,0.9977899392143917
b_Intercept[12],0.9959394952208789,0.0031693188234491465,0.9876944214383898,0.9994123166949203
b_Intercept[13],0.996973510958954,0.002449870112849417,0.9907049545003913,0.9995836714745907
b_Intercept[14],0.9988092150940237,0.0011585218327820248,0.9959258325280032,0.9998909319056962
b_Intercept[15],0.9992828977550215,7.969101335957796e-4,0.9973083866109592,0.9999471303653085
b_Intercept[16],0.9998106503415285,2.64127408393132e-4,0.9990710787158734,0.9999961702607107
b_lockdown_period1,0.07393100700755,0.14543319092143875,-0.208899725,0.35990445000000004
b_total_hours_played_s,0.610537504904975,0.2658878167934075,0.10270865000000001,1.135895
b_lockdown_period1:total_hours_played_s,0.1806498552019,0.17034915116954485,-0.15075319999999998,0.5033292250000001
