effect,term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,Intercept,0.1933294580490375,0.34162135374959207,-0.48069304999999957,0.8623516249999998,1.0008662240187782,7571,5271
fixed,total_hours_played_during,-8.407467967165e-4,0.009137829460743967,-0.018903699999999992,0.017457282499999994,0.9998949714702314,7814,5499
