effect,term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,Intercept[1],-4.91886624125,0.7319478952759098,-6.44134475,-3.5804555000000002,1.0007021827145492,1309,2574
fixed,Intercept[2],-2.98149435175,0.5955710455507672,-4.2059475,-1.886617,1.0015846888312232,1304,2416
fixed,Intercept[3],-1.38385813666,0.513900096615257,-2.4333565,-0.4466186000000002,1.0024616689802786,1335,2467
fixed,Intercept[4],-0.0745912542379375,0.47567594006492186,-1.0436204999999998,0.8315492749999998,1.0033047892886238,1355,2712
fixed,Intercept[5],0.73086161280375,0.47160132464859517,-0.19291299999999992,1.6627425,1.00303098570477,1489,2949
fixed,Intercept[6],1.752180383925,0.49739419248432554,0.8153610250000001,2.73707025,1.002680030723669,1829,3527
fixed,Intercept[7],2.119434462375,0.5078659331702535,1.1618395,3.1593432499999996,1.0022663287570537,1960,3663
fixed,Intercept[8],2.922375675,0.5445499967156686,1.9040030000000001,4.06724025,1.001610380704897,2374,4806
fixed,Intercept[9],3.469819055,0.580018128796289,2.40614925,4.666393749999999,1.0008333463301553,2717,4695
fixed,Intercept[10],3.91077025125,0.612676290478413,2.79489,5.2129154999999985,1.0007019550603804,2957,5078
fixed,Intercept[11],4.66866208125,0.6874465785867526,3.3985375,6.1063255,1.0003435808779846,3316,4680
fixed,Intercept[12],5.757151785,0.7799582596585153,4.3223285,7.395626,1.0000462509112151,3593,4535
fixed,Intercept[13],6.07053267125,0.8048201611268175,4.62215375,7.761268,1.0000682269747514,3579,4912
fixed,Intercept[14],7.09525220125,0.9155542419746586,5.419952250000001,8.9976465,1.0002518015277222,3952,5212
fixed,Intercept[15],7.6908027975,0.9966227463263172,5.87870425,9.77036725,1.0003504767874376,4452,5935
fixed,Intercept[16],9.34397238875,1.381893514805759,6.971056250000001,12.310484999999998,1.0000414554108077,5682,5964
fixed,lockdown_period1,0.0744968223544,0.14929956016436272,-0.2192286999999999,0.3664177,0.9997732699623368,9433,6185
fixed,total_hours_played_s,0.59973314924875,0.2578548638562689,0.10160247500000014,1.10410525,1.0009174825683747,2958,4535
fixed,lockdown_period1:total_hours_played_s,0.175494657955,0.16478427155368222,-0.14992309999999984,0.5012887499999998,0.9999888131562379,7451,6102
