effect,term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,Intercept[1],-1.86674904874,0.6350469185163693,-3.168005,-0.670331025,1.0001687274794282,9482,6356
fixed,Intercept[2],-1.210806879993875,0.5696984149052114,-2.3411637499999998,-0.09347068250000012,0.9999653733685078,10822,6706
fixed,Intercept[3],-0.6802203693487625,0.5410154896293695,-1.7351537499999998,0.3854767249999998,0.9998227393940154,10998,6310
fixed,Intercept[4],-0.012009317629125,0.5198354360970414,-1.0166419999999996,1.0173127499999997,1.0003247899495256,11805,6467
fixed,Intercept[5],0.535049671918425,0.5139693936814741,-0.4556676499999999,1.55966575,0.9998482974661651,11576,6547
fixed,Intercept[6],0.815309312262625,0.5136752455681067,-0.16030967499999982,1.837876999999999,0.9998239587815054,11740,6759
fixed,Intercept[7],1.22667959116375,0.5140279732928036,0.25345692500000044,2.266464,0.9998703441046101,11677,6877
fixed,Intercept[8],1.32762072385,0.5158044833927381,0.34211227500000024,2.3547272499999994,0.9998060789728781,11563,6483
fixed,Intercept[9],1.68840738073625,0.5282049177363201,0.700434375,2.7540142499999996,0.999891067583697,11382,6595
fixed,Intercept[10],2.01195327625,0.5441448861305619,0.9920386750000003,3.0938805,0.9997610214147067,11245,6506
fixed,Intercept[11],2.1265116835,0.5479173713018245,1.09262275,3.2130384999999997,0.9997484590712393,11215,6400
fixed,Intercept[12],2.477912676875,0.5645655243298312,1.4117030000000002,3.60066775,0.9997718357739532,10880,6512
fixed,Intercept[13],2.7312549715,0.5749843977384759,1.6520080000000004,3.867715499999999,1.0001851286943162,11107,6479
fixed,Intercept[14],3.2492835675,0.59861713933727,2.1203875,4.448951749999999,1.0003382120824746,11070,6837
fixed,Intercept[15],3.83500383875,0.6316439828783417,2.6563725000000002,5.102243499999999,0.9997268282422724,11353,6783
fixed,Intercept[16],4.2319206775,0.6711674953664849,2.9849755000000004,5.597061249999999,1.0000527428552721,11322,6331
fixed,Intercept[17],4.76360874625,0.7358771287945434,3.3982815000000004,6.2839165,1.0002418178661665,11337,6748
fixed,Intercept[18],5.26152789625,0.8128110120942073,3.7766485000000003,6.937364499999998,1.0005856272912672,11324,6709
fixed,Intercept[19],6.73522229375,1.201216415138609,4.6944575,9.473444500000001,1.0002847709760054,11764,6318
fixed,hours_diff,0.0500653446584625,0.025996968600227276,1.1037125500000376e-4,0.10068254999999998,1.0009344001955158,9122,6275
fixed,loneliness_during,0.20671386401375,0.06667230381365567,0.07918470500000001,0.3368952499999999,0.9998301579296249,11729,6400
fixed,hours_diff:loneliness_during,-0.00430166787525,0.003217222263849541,-0.0105565525,0.0019731019999999983,1.0007938634238658,9086,6622
