Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(hours_diff) = 0,-0.002635374347995,0.008649384431715153,-0.019709117499999998,0.013897455000000006,109.49876009927375,0.9909501246973126,
