Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(total_hours_played_after) = 0,-0.010270964916725,0.04013680506632545,-0.08568466500000001,0.06744234000000002,24.47342597302567,0.960743403692188,
