Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(time1) = 0,0.5038717097,0.1340726464688986,0.24042660000000002,0.764290125,0.0023617075905858213,0.0023561430696138084,*
(total_hours_played_s) = 0,-0.0674411881135,0.2146108134535638,-0.5021100000000001,0.36964182500000003,21.88747322527424,0.9563079772870813,
(time1:total_hours_played_s) = 0,0.11157412700845,0.13188057689042776,-0.14367364999999999,0.37256735,26.798980728677883,0.9640274580654541,
