Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(total_hours_after) = 0,-1.8875216903521428e-4,0.011636286294944061,-0.02231030183719951,0.021669549883807794,84.7115421639632,0.9883329598936974,
