Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(hours_diff) = 0,0.007320534755175,0.03182902920366608,-0.0553209825,0.0692391225,29.320187227881828,0.9670186733187314,
