Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(total_hours_played_after) = 0,-0.0011563773733135,0.006621044443544229,-0.0139577575,0.0120026675,161.73987476886217,0.9938552244714438,
