Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(time1) = 0,0.48006948645999997,0.13560851780252453,0.2208351,0.7534471,0.10118207971879925,0.09188496760194043,*
(total_hours_played_s) = 0,0.3321490528535,0.21915066956898543,-0.09779442249999999,0.7513316750000002,7.20355393387027,0.8781016120499593,
(time1:total_hours_played_s) = 0,-0.0642055098586,0.13509749267041654,-0.33739352499999997,0.2008563750000001,34.013453772562535,0.9714395498800057,
