Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(hours_diff) = 0,-0.02426734690234,0.04267036456514371,-0.107838925,0.0578280175,20.617579770715246,0.9537413526117908,
