Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(time1) = 0,0.1764809045545525,0.1372667265098927,-0.09122594749999999,0.44491295000000014,17.102041896771254,0.9447576132182987,
(total_hours_played_s) = 0,0.3694855351808,0.2244030178335596,-0.071567205,0.8023652250000002,5.476191254843629,0.8455882538595372,
(time1:total_hours_played_s) = 0,-0.076985629825425,0.13079271764838013,-0.34653027499999994,0.17884262500000003,32.12143225055021,0.9698080689133427,
