response_id,lockdown_period,subscale,item,score
R_2TBpq77Wwtwqrfh,during,loneliness,2,2
R_2TBpq77Wwtwqrfh,during,loneliness,3,3
R_2e2R7LJzpLYQiWW,before,loneliness,1,1
R_2e2R7LJzpLYQiWW,before,loneliness,2,1
R_2e2R7LJzpLYQiWW,before,loneliness,3,1
R_2e2R7LJzpLYQiWW,during,loneliness,1,3
R_2e2R7LJzpLYQiWW,during,loneliness,2,1
R_2e2R7LJzpLYQiWW,during,loneliness,3,3
R_2Sq2mphrvRDkWOh,before,loneliness,1,1
R_2Sq2mphrvRDkWOh,before,loneliness,2,1
R_2Sq2mphrvRDkWOh,before,loneliness,3,2
R_2Sq2mphrvRDkWOh,during,loneliness,1,1
R_2Sq2mphrvRDkWOh,during,loneliness,2,2
R_2Sq2mphrvRDkWOh,during,loneliness,3,2
R_9Z70MwcyCsPC9X3,before,loneliness,1,2
R_9Z70MwcyCsPC9X3,before,loneliness,2,2
R_9Z70MwcyCsPC9X3,before,loneliness,3,2
R_9Z70MwcyCsPC9X3,during,loneliness,1,2
R_9Z70MwcyCsPC9X3,during,loneliness,2,2
R_9Z70MwcyCsPC9X3,during,loneliness,3,3
R_2zBXAI5qUYmV4DB,before,loneliness,1,2
R_2zBXAI5qUYmV4DB,before,loneliness,2,2
R_2zBXAI5qUYmV4DB,before,loneliness,3,2
R_2zBXAI5qUYmV4DB,during,loneliness,1,1
R_2zBXAI5qUYmV4DB,during,loneliness,2,1
R_2zBXAI5qUYmV4DB,during,loneliness,3,3
R_1Ow1FDuzbwtWStS,before,loneliness,1,1
R_1Ow1FDuzbwtWStS,before,loneliness,2,1
R_1Ow1FDuzbwtWStS,before,loneliness,3,1
R_1Ow1FDuzbwtWStS,during,loneliness,1,1
R_1Ow1FDuzbwtWStS,during,loneliness,2,1
R_1Ow1FDuzbwtWStS,during,loneliness,3,1
R_33ElcIgec3OQYlt,before,loneliness,1,2
R_33ElcIgec3OQYlt,before,loneliness,2,3
R_33ElcIgec3OQYlt,before,loneliness,3,2
R_33ElcIgec3OQYlt,during,loneliness,1,3
R_33ElcIgec3OQYlt,during,loneliness,2,3
R_33ElcIgec3OQYlt,during,loneliness,3,3
R_SBupPeUb0kJ7NJL,before,loneliness,1,1
R_SBupPeUb0kJ7NJL,before,loneliness,2,1
R_SBupPeUb0kJ7NJL,before,loneliness,3,1
R_SBupPeUb0kJ7NJL,during,loneliness,1,1
R_SBupPeUb0kJ7NJL,during,loneliness,2,2
R_SBupPeUb0kJ7NJL,during,loneliness,3,3
R_z7JR0f6BK2Ps1i1,before,loneliness,1,1
R_z7JR0f6BK2Ps1i1,before,loneliness,2,2
R_z7JR0f6BK2Ps1i1,before,loneliness,3,2
R_z7JR0f6BK2Ps1i1,during,loneliness,1,1
R_z7JR0f6BK2Ps1i1,during,loneliness,2,1
R_z7JR0f6BK2Ps1i1,during,loneliness,3,3
R_0Ii8fPkhD9I10Yh,before,loneliness,1,2
R_0Ii8fPkhD9I10Yh,before,loneliness,2,2
R_0Ii8fPkhD9I10Yh,before,loneliness,3,2
R_0Ii8fPkhD9I10Yh,during,loneliness,1,2
R_0Ii8fPkhD9I10Yh,during,loneliness,2,2
R_0Ii8fPkhD9I10Yh,during,loneliness,3,2
R_UoPiHE2v8sEVOJb,before,loneliness,1,2
R_UoPiHE2v8sEVOJb,before,loneliness,2,2
R_UoPiHE2v8sEVOJb,before,loneliness,3,3
R_UoPiHE2v8sEVOJb,during,loneliness,1,3
R_UoPiHE2v8sEVOJb,during,loneliness,2,3
R_UoPiHE2v8sEVOJb,during,loneliness,3,3
R_A5JYMcChIUBrgWJ,before,loneliness,1,1
R_A5JYMcChIUBrgWJ,before,loneliness,2,2
R_A5JYMcChIUBrgWJ,before,loneliness,3,2
R_A5JYMcChIUBrgWJ,during,loneliness,1,1
R_A5JYMcChIUBrgWJ,during,loneliness,2,2
R_A5JYMcChIUBrgWJ,during,loneliness,3,2
R_2QlDr5bgON19Dbf,before,loneliness,1,2
R_2QlDr5bgON19Dbf,before,loneliness,2,2
R_2QlDr5bgON19Dbf,before,loneliness,3,2
R_2QlDr5bgON19Dbf,during,loneliness,1,3
R_2QlDr5bgON19Dbf,during,loneliness,2,2
R_2QlDr5bgON19Dbf,during,loneliness,3,2
R_1ls2eVKvEiK6S4N,before,loneliness,1,1
R_1ls2eVKvEiK6S4N,before,loneliness,2,1
R_1ls2eVKvEiK6S4N,before,loneliness,3,2
R_1ls2eVKvEiK6S4N,during,loneliness,1,1
R_1ls2eVKvEiK6S4N,during,loneliness,2,2
R_1ls2eVKvEiK6S4N,during,loneliness,3,2
R_3efCQahFkiEWLUo,before,loneliness,1,1
R_3efCQahFkiEWLUo,before,loneliness,2,2
R_3efCQahFkiEWLUo,before,loneliness,3,1
R_3efCQahFkiEWLUo,during,loneliness,1,1
R_3efCQahFkiEWLUo,during,loneliness,2,1
R_3efCQahFkiEWLUo,during,loneliness,3,3
R_3EtZJ865VyxA1dS,before,loneliness,1,1
R_3EtZJ865VyxA1dS,before,loneliness,2,1
R_3EtZJ865VyxA1dS,before,loneliness,3,1
R_3EtZJ865VyxA1dS,during,loneliness,1,2
R_3EtZJ865VyxA1dS,during,loneliness,2,2
R_3EtZJ865VyxA1dS,during,loneliness,3,3
R_1CkeSqHcTu6ioRR,before,loneliness,1,1
R_1CkeSqHcTu6ioRR,before,loneliness,2,1
R_1CkeSqHcTu6ioRR,before,loneliness,3,1
R_1CkeSqHcTu6ioRR,during,loneliness,1,1
R_1CkeSqHcTu6ioRR,during,loneliness,2,1
R_1CkeSqHcTu6ioRR,during,loneliness,3,2
R_12LI8ats6sqsq4j,before,loneliness,1,2
R_12LI8ats6sqsq4j,before,loneliness,2,1
R_12LI8ats6sqsq4j,before,loneliness,3,2
R_12LI8ats6sqsq4j,during,loneliness,1,2
R_12LI8ats6sqsq4j,during,loneliness,2,2
R_12LI8ats6sqsq4j,during,loneliness,3,1
R_21vy4qSSLUBhkI5,before,loneliness,1,2
R_21vy4qSSLUBhkI5,before,loneliness,2,2
R_21vy4qSSLUBhkI5,before,loneliness,3,2
R_21vy4qSSLUBhkI5,during,loneliness,1,2
R_21vy4qSSLUBhkI5,during,loneliness,2,1
R_21vy4qSSLUBhkI5,during,loneliness,3,2
R_2DZSUz54Rl39uyo,before,loneliness,1,1
R_2DZSUz54Rl39uyo,before,loneliness,2,1
R_2DZSUz54Rl39uyo,before,loneliness,3,1
R_2DZSUz54Rl39uyo,during,loneliness,1,1
R_2DZSUz54Rl39uyo,during,loneliness,2,2
R_2DZSUz54Rl39uyo,during,loneliness,3,3
R_3gYE1Oyb2ecCXAO,before,loneliness,1,1
R_3gYE1Oyb2ecCXAO,before,loneliness,2,1
R_3gYE1Oyb2ecCXAO,before,loneliness,3,1
R_3gYE1Oyb2ecCXAO,during,loneliness,1,1
R_3gYE1Oyb2ecCXAO,during,loneliness,2,1
R_3gYE1Oyb2ecCXAO,during,loneliness,3,2
R_R80uXkBmWsWOzfP,before,loneliness,1,1
R_R80uXkBmWsWOzfP,before,loneliness,2,1
R_R80uXkBmWsWOzfP,before,loneliness,3,1
R_R80uXkBmWsWOzfP,during,loneliness,1,1
R_R80uXkBmWsWOzfP,during,loneliness,2,1
R_R80uXkBmWsWOzfP,during,loneliness,3,1
R_RePvY6Xpy9N1z45,before,loneliness,1,2
R_RePvY6Xpy9N1z45,before,loneliness,2,3
R_RePvY6Xpy9N1z45,before,loneliness,3,3
R_RePvY6Xpy9N1z45,during,loneliness,1,3
R_RePvY6Xpy9N1z45,during,loneliness,2,2
R_RePvY6Xpy9N1z45,during,loneliness,3,3
R_0pRhQEssmj1aIbT,before,loneliness,1,2
R_0pRhQEssmj1aIbT,before,loneliness,2,1
R_0pRhQEssmj1aIbT,before,loneliness,3,1
R_0pRhQEssmj1aIbT,during,loneliness,1,2
R_0pRhQEssmj1aIbT,during,loneliness,2,1
R_0pRhQEssmj1aIbT,during,loneliness,3,2
R_1mEDv9S4U18sxZe,before,loneliness,1,2
R_1mEDv9S4U18sxZe,before,loneliness,2,3
R_1mEDv9S4U18sxZe,before,loneliness,3,3
R_1mEDv9S4U18sxZe,during,loneliness,1,2
R_1mEDv9S4U18sxZe,during,loneliness,2,3
R_1mEDv9S4U18sxZe,during,loneliness,3,3
R_06y6RQMIag7OLT3,before,loneliness,1,2
R_06y6RQMIag7OLT3,before,loneliness,2,2
R_06y6RQMIag7OLT3,before,loneliness,3,2
R_06y6RQMIag7OLT3,during,loneliness,1,1
R_06y6RQMIag7OLT3,during,loneliness,2,1
R_06y6RQMIag7OLT3,during,loneliness,3,1
R_23Ulx9Mu6ClxGOJ,before,loneliness,1,2
R_23Ulx9Mu6ClxGOJ,before,loneliness,2,2
R_23Ulx9Mu6ClxGOJ,before,loneliness,3,2
R_23Ulx9Mu6ClxGOJ,during,loneliness,1,2
R_23Ulx9Mu6ClxGOJ,during,loneliness,2,2
R_23Ulx9Mu6ClxGOJ,during,loneliness,3,2
R_3nkCL8JrVmutsy2,before,loneliness,1,3
R_3nkCL8JrVmutsy2,before,loneliness,2,2
R_3nkCL8JrVmutsy2,before,loneliness,3,2
R_3nkCL8JrVmutsy2,during,loneliness,1,2
R_3nkCL8JrVmutsy2,during,loneliness,2,1
R_3nkCL8JrVmutsy2,during,loneliness,3,1
R_10IYWwAbUvh1Uhh,before,loneliness,1,1
R_10IYWwAbUvh1Uhh,before,loneliness,2,2
R_10IYWwAbUvh1Uhh,before,loneliness,3,2
R_10IYWwAbUvh1Uhh,during,loneliness,1,1
R_10IYWwAbUvh1Uhh,during,loneliness,2,2
R_10IYWwAbUvh1Uhh,during,loneliness,3,2
R_1BXwMl8IvhYRkFs,before,loneliness,1,1
R_1BXwMl8IvhYRkFs,before,loneliness,2,1
R_1BXwMl8IvhYRkFs,before,loneliness,3,2
R_1BXwMl8IvhYRkFs,during,loneliness,1,2
R_1BXwMl8IvhYRkFs,during,loneliness,2,1
R_1BXwMl8IvhYRkFs,during,loneliness,3,2
R_Zgzav0hvyZ96c6d,before,loneliness,1,2
R_Zgzav0hvyZ96c6d,before,loneliness,2,2
R_Zgzav0hvyZ96c6d,before,loneliness,3,2
R_Zgzav0hvyZ96c6d,during,loneliness,1,2
R_Zgzav0hvyZ96c6d,during,loneliness,2,2
R_Zgzav0hvyZ96c6d,during,loneliness,3,3
R_1K1Fc63G8b1FSAP,before,loneliness,1,1
R_1K1Fc63G8b1FSAP,before,loneliness,2,1
R_1K1Fc63G8b1FSAP,before,loneliness,3,1
R_1K1Fc63G8b1FSAP,during,loneliness,1,1
R_1K1Fc63G8b1FSAP,during,loneliness,2,1
R_1K1Fc63G8b1FSAP,during,loneliness,3,2
R_3qyQeKqDkX0mMPk,before,loneliness,1,1
R_3qyQeKqDkX0mMPk,before,loneliness,2,2
R_3qyQeKqDkX0mMPk,before,loneliness,3,1
R_3qyQeKqDkX0mMPk,during,loneliness,1,1
R_3qyQeKqDkX0mMPk,during,loneliness,2,2
R_3qyQeKqDkX0mMPk,during,loneliness,3,1
R_1ImlmXBKKlXZVm0,before,loneliness,1,1
R_1ImlmXBKKlXZVm0,before,loneliness,2,2
R_1ImlmXBKKlXZVm0,before,loneliness,3,2
R_1ImlmXBKKlXZVm0,during,loneliness,1,2
R_1ImlmXBKKlXZVm0,during,loneliness,2,2
R_1ImlmXBKKlXZVm0,during,loneliness,3,2
R_3Gg2Ve4XnzJBPL1,before,loneliness,1,2
R_3Gg2Ve4XnzJBPL1,before,loneliness,2,3
R_3Gg2Ve4XnzJBPL1,before,loneliness,3,2
R_3Gg2Ve4XnzJBPL1,during,loneliness,1,2
R_3Gg2Ve4XnzJBPL1,during,loneliness,2,2
R_3Gg2Ve4XnzJBPL1,during,loneliness,3,3
R_2fIesR987yHKjDw,before,loneliness,1,1
R_2fIesR987yHKjDw,before,loneliness,2,2
R_2fIesR987yHKjDw,before,loneliness,3,1
R_2fIesR987yHKjDw,during,loneliness,1,2
R_2fIesR987yHKjDw,during,loneliness,2,2
R_2fIesR987yHKjDw,during,loneliness,3,3
R_3G0VtsBQfB5T8jI,before,loneliness,1,1
R_3G0VtsBQfB5T8jI,before,loneliness,2,1
R_3G0VtsBQfB5T8jI,before,loneliness,3,1
R_3G0VtsBQfB5T8jI,during,loneliness,1,1
R_3G0VtsBQfB5T8jI,during,loneliness,2,1
R_3G0VtsBQfB5T8jI,during,loneliness,3,1
R_3sAOu08DzJCbsCx,before,loneliness,1,1
R_3sAOu08DzJCbsCx,before,loneliness,2,1
R_3sAOu08DzJCbsCx,before,loneliness,3,1
R_3sAOu08DzJCbsCx,during,loneliness,1,1
R_3sAOu08DzJCbsCx,during,loneliness,2,1
R_3sAOu08DzJCbsCx,during,loneliness,3,1
R_1NfE7qpbaFYk306,before,loneliness,1,1
R_1NfE7qpbaFYk306,before,loneliness,2,2
R_1NfE7qpbaFYk306,before,loneliness,3,1
R_1NfE7qpbaFYk306,during,loneliness,1,1
R_1NfE7qpbaFYk306,during,loneliness,2,1
R_1NfE7qpbaFYk306,during,loneliness,3,2
R_1pYYllRKHfnN46F,before,loneliness,1,3
R_1pYYllRKHfnN46F,before,loneliness,2,3
R_1pYYllRKHfnN46F,before,loneliness,3,3
R_1pYYllRKHfnN46F,during,loneliness,1,3
R_1pYYllRKHfnN46F,during,loneliness,2,3
R_1pYYllRKHfnN46F,during,loneliness,3,3
R_WerDtRBiVK6hlnP,before,loneliness,1,2
R_WerDtRBiVK6hlnP,before,loneliness,2,2
R_WerDtRBiVK6hlnP,before,loneliness,3,2
R_WerDtRBiVK6hlnP,during,loneliness,1,3
R_WerDtRBiVK6hlnP,during,loneliness,2,3
R_WerDtRBiVK6hlnP,during,loneliness,3,2
R_333VdNEK4f8Xyui,before,loneliness,1,2
R_333VdNEK4f8Xyui,before,loneliness,2,1
R_333VdNEK4f8Xyui,before,loneliness,3,1
R_333VdNEK4f8Xyui,during,loneliness,1,2
R_333VdNEK4f8Xyui,during,loneliness,2,2
R_333VdNEK4f8Xyui,during,loneliness,3,2
R_2cdROg831T1vhEC,before,loneliness,1,1
R_2cdROg831T1vhEC,before,loneliness,2,2
R_2cdROg831T1vhEC,before,loneliness,3,2
R_2cdROg831T1vhEC,during,loneliness,1,1
R_2cdROg831T1vhEC,during,loneliness,2,2
R_2cdROg831T1vhEC,during,loneliness,3,2
R_p5CA0SZn571DSEN,before,loneliness,1,2
R_p5CA0SZn571DSEN,before,loneliness,2,1
R_p5CA0SZn571DSEN,before,loneliness,3,1
R_p5CA0SZn571DSEN,during,loneliness,1,2
R_p5CA0SZn571DSEN,during,loneliness,2,2
R_p5CA0SZn571DSEN,during,loneliness,3,2
R_2CvKeTojbEMdWFy,before,loneliness,1,1
R_2CvKeTojbEMdWFy,before,loneliness,2,1
R_2CvKeTojbEMdWFy,before,loneliness,3,1
R_2CvKeTojbEMdWFy,during,loneliness,1,1
R_2CvKeTojbEMdWFy,during,loneliness,2,1
R_2CvKeTojbEMdWFy,during,loneliness,3,1
R_3hywX9R1oSIynmb,before,loneliness,1,2
R_3hywX9R1oSIynmb,before,loneliness,2,2
R_3hywX9R1oSIynmb,before,loneliness,3,1
R_3hywX9R1oSIynmb,during,loneliness,1,3
R_3hywX9R1oSIynmb,during,loneliness,2,2
R_3hywX9R1oSIynmb,during,loneliness,3,3
R_27ExcEAbe7WWZAY,before,loneliness,1,1
R_27ExcEAbe7WWZAY,before,loneliness,2,2
R_27ExcEAbe7WWZAY,before,loneliness,3,2
R_27ExcEAbe7WWZAY,during,loneliness,1,3
R_27ExcEAbe7WWZAY,during,loneliness,2,2
R_27ExcEAbe7WWZAY,during,loneliness,3,3
R_cTISqj1k1d4BAOd,before,loneliness,1,1
R_cTISqj1k1d4BAOd,before,loneliness,2,1
R_cTISqj1k1d4BAOd,before,loneliness,3,2
R_cTISqj1k1d4BAOd,during,loneliness,1,1
R_cTISqj1k1d4BAOd,during,loneliness,2,1
R_cTISqj1k1d4BAOd,during,loneliness,3,1
R_3OEuDPyfhuyKTkd,before,loneliness,1,1
R_3OEuDPyfhuyKTkd,before,loneliness,2,1
R_3OEuDPyfhuyKTkd,before,loneliness,3,1
R_3OEuDPyfhuyKTkd,during,loneliness,1,1
R_3OEuDPyfhuyKTkd,during,loneliness,2,1
R_3OEuDPyfhuyKTkd,during,loneliness,3,1
R_1H78Zq7MMV4bmUw,before,loneliness,1,1
R_1H78Zq7MMV4bmUw,before,loneliness,2,1
R_1H78Zq7MMV4bmUw,before,loneliness,3,1
R_1H78Zq7MMV4bmUw,during,loneliness,1,1
R_1H78Zq7MMV4bmUw,during,loneliness,2,1
R_1H78Zq7MMV4bmUw,during,loneliness,3,1
R_2cvas4XCHYE6Kkz,before,loneliness,1,1
R_2cvas4XCHYE6Kkz,before,loneliness,2,1
R_2cvas4XCHYE6Kkz,before,loneliness,3,1
R_2cvas4XCHYE6Kkz,during,loneliness,1,1
R_2cvas4XCHYE6Kkz,during,loneliness,2,1
R_2cvas4XCHYE6Kkz,during,loneliness,3,2
R_3HpP9AcM8KfmlN5,before,loneliness,1,2
R_3HpP9AcM8KfmlN5,before,loneliness,2,2
R_3HpP9AcM8KfmlN5,before,loneliness,3,2
R_3HpP9AcM8KfmlN5,during,loneliness,1,3
R_3HpP9AcM8KfmlN5,during,loneliness,2,2
R_3HpP9AcM8KfmlN5,during,loneliness,3,2
R_1MXmVmetdFpHiB4,before,loneliness,1,2
R_1MXmVmetdFpHiB4,before,loneliness,2,2
R_1MXmVmetdFpHiB4,before,loneliness,3,2
R_1MXmVmetdFpHiB4,during,loneliness,1,3
R_1MXmVmetdFpHiB4,during,loneliness,2,3
R_1MXmVmetdFpHiB4,during,loneliness,3,3
R_2rZRXqFfn0ikBOS,before,loneliness,1,1
R_2rZRXqFfn0ikBOS,before,loneliness,2,1
R_2rZRXqFfn0ikBOS,before,loneliness,3,1
R_2rZRXqFfn0ikBOS,during,loneliness,1,1
R_2rZRXqFfn0ikBOS,during,loneliness,2,1
R_2rZRXqFfn0ikBOS,during,loneliness,3,1
R_1Cy9Qzx0gi4C0n2,before,loneliness,1,2
R_1Cy9Qzx0gi4C0n2,before,loneliness,2,2
R_1Cy9Qzx0gi4C0n2,before,loneliness,3,2
R_1Cy9Qzx0gi4C0n2,during,loneliness,1,2
R_1Cy9Qzx0gi4C0n2,during,loneliness,2,2
R_1Cy9Qzx0gi4C0n2,during,loneliness,3,2
R_3LXrDOSOEDocie5,before,loneliness,1,1
R_3LXrDOSOEDocie5,before,loneliness,2,2
R_3LXrDOSOEDocie5,before,loneliness,3,1
R_3LXrDOSOEDocie5,during,loneliness,1,1
R_3LXrDOSOEDocie5,during,loneliness,2,2
R_3LXrDOSOEDocie5,during,loneliness,3,2
R_3PAINhZstYwZKnG,before,loneliness,1,2
R_3PAINhZstYwZKnG,before,loneliness,2,2
R_3PAINhZstYwZKnG,before,loneliness,3,2
R_3PAINhZstYwZKnG,during,loneliness,1,2
R_3PAINhZstYwZKnG,during,loneliness,2,2
R_3PAINhZstYwZKnG,during,loneliness,3,2
R_RzB3YPB2gpL3ylr,before,loneliness,1,1
R_RzB3YPB2gpL3ylr,before,loneliness,2,1
R_RzB3YPB2gpL3ylr,before,loneliness,3,1
R_RzB3YPB2gpL3ylr,during,loneliness,1,1
R_RzB3YPB2gpL3ylr,during,loneliness,2,1
R_RzB3YPB2gpL3ylr,during,loneliness,3,1
R_BueCPimsWc9Utd7,before,loneliness,1,1
R_BueCPimsWc9Utd7,before,loneliness,2,1
R_BueCPimsWc9Utd7,before,loneliness,3,2
R_BueCPimsWc9Utd7,during,loneliness,1,1
R_BueCPimsWc9Utd7,during,loneliness,2,1
R_BueCPimsWc9Utd7,during,loneliness,3,1
R_2Clwma6pSIEIvrW,before,loneliness,1,1
R_2Clwma6pSIEIvrW,before,loneliness,2,1
R_2Clwma6pSIEIvrW,before,loneliness,3,1
R_2Clwma6pSIEIvrW,during,loneliness,1,1
R_2Clwma6pSIEIvrW,during,loneliness,2,1
R_2Clwma6pSIEIvrW,during,loneliness,3,1
R_0D28y4Gxg25qSR3,before,loneliness,1,3
R_0D28y4Gxg25qSR3,before,loneliness,2,2
R_0D28y4Gxg25qSR3,before,loneliness,3,3
R_0D28y4Gxg25qSR3,during,loneliness,1,3
R_0D28y4Gxg25qSR3,during,loneliness,2,2
R_0D28y4Gxg25qSR3,during,loneliness,3,3
R_1M3DvETU5JOu5b0,before,loneliness,1,1
