n,age_mean,age_sd,age_min,age_max,duration_mins_mean,duration_mins_sd,duration_mins_min,duration_mins_max
76,29.960526315789473,8.243689771736415,19,64,16.99956140350877,15.35937980366448,6.15,92.2
