effect,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,2.315098882395,3.337480332389267,-4.1662919999999986,9.0004535,1.0020216110569353,2781,2439
fixed,-0.150992365951425,0.30192551861821265,-0.739568025,0.4495694500000002,1.0014258026242633,2076,2052
fixed,2.032144292,0.43917757907070787,1.1432910000000003,2.8983105000000005,1.0009783401994545,2785,2532
fixed,0.0288912241499,0.0371638785140422,-0.04429726999999999,0.10325242500000004,1.000944910618433,2088,2113
