Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.2309756918061322,0.1391328759441405,0.03405271969221375,0.5586351721511068
b_Intercept[2],0.5143711886694562,0.15618088864386656,0.2149537070784885,0.8148591999885275
b_Intercept[3],0.5982171837890184,0.14905099896351676,0.29114777316672075,0.8604242003060576
b_Intercept[4],0.683674855336472,0.1343382589620821,0.384226401237317,0.8993625291477377
b_Intercept[5],0.7856780621832666,0.10862750716009342,0.5278906929267808,0.9424489689485013
b_Intercept[6],0.8178950211428248,0.09796121216679447,0.5814345866220137,0.953892018255711
b_Intercept[7],0.8461138724637624,0.08773856923719883,0.6328061321726073,0.962603707862859
b_Intercept[8],0.8940791225440494,0.06786900203683563,0.7232034656695421,0.9773726909033832
b_Intercept[9],0.9089543819449749,0.06081151650118579,0.7531789862552747,0.9815659598326754
b_Intercept[10],0.921986148659706,0.05391412502041723,0.7833528516435654,0.984971429741616
b_Intercept[11],0.9438311037877767,0.04143112523921418,0.8334099807129868,0.9901689352715539
b_Intercept[12],0.9560922749836707,0.03378495915067973,0.8633647746876605,0.9925139996264071
b_Intercept[13],0.9688252977244436,0.02513655081748633,0.9005173527279837,0.9950256815853229
b_Intercept[14],0.9733919128890933,0.021894400479130192,0.9134705248256858,0.9959177136911026
b_Intercept[15],0.9796448280283846,0.017611462317687367,0.9316848477118854,0.9972054284297692
b_Intercept[16],0.9834308419490118,0.014717479985654293,0.9425972409240163,0.9978401257001159
b_Intercept[17],0.988468134607373,0.011011763567574297,0.9590115662834181,0.9986131385731826
b_Intercept[18],0.991505833730675,0.008634058661270106,0.9693806465902257,0.9990875776070419
b_Intercept[19],0.9941936366857891,0.006685778097393581,0.9780599409991143,0.9995028723327665
b_Intercept[20],0.9967431918633295,0.00406623847297069,0.9865990647536733,0.9998074661887392
b_hours_diff,0.00651708409125,0.06193945283386482,-0.11586265000000001,0.12169607500000003
b_loneliness_during,0.3469666481025,0.09351586766449879,0.16565900000000003,0.5363452250000001
b_hours_diff:loneliness_during,-0.0023227837706725,0.0073733441106419145,-0.016112342499999998,0.011978787500000004
