Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.0016313017666736884,0.0017561904898953573,1.2044478139652019e-4,0.006437514093817144
b_Intercept[2],0.010384762795446667,0.007852274750292933,0.0015999810522013263,0.030997796984602186
b_Intercept[3],0.024988896463675685,0.01604841168335378,0.004970728485722948,0.06644082111208739
b_Intercept[4],0.051721125892301455,0.028756389835358838,0.012925929523223434,0.12299937690131296
b_Intercept[5],0.10874220330487455,0.050727500051576314,0.033696313470852994,0.225472407818243
b_Intercept[6],0.20784520349244845,0.078369469104491,0.07936974580365534,0.37989021729311534
b_Intercept[7],0.26024889709017446,0.09042431959177849,0.10574806103935779,0.45393093000098034
b_Intercept[8],0.4668746902101895,0.11232957145528563,0.2526289089804613,0.6894030416219115
b_Intercept[9],0.5492711234939582,0.11226758556705481,0.3279456768582634,0.757455288179769
b_Intercept[10],0.6289314359057881,0.10645553757270731,0.4055827434124819,0.8210875594913116
b_Intercept[11],0.7539384731719059,0.08761187109359866,0.5563139435923411,0.894895842176211
b_Intercept[12],0.8470666735309329,0.06441679127614568,0.6942200896795541,0.9445617449576466
b_Intercept[13],0.9170724151955045,0.04131547265660864,0.8125604543996543,0.9751077712132498
b_Intercept[14],0.9450906776790899,0.03011423167427471,0.8702538102620413,0.9853682264365928
b_Intercept[15],0.9657628292925446,0.02083979389026556,0.9134572368821495,0.9918156481296756
b_Intercept[16],0.9835002864185522,0.011492485811710603,0.9549973397475158,0.9967032066222311
b_Intercept[17],0.9911328999515298,0.006885351355013168,0.9738510607175249,0.9985879053577117
b_Intercept[18],0.9950351116716571,0.004218719988337922,0.9842634874864905,0.9994084316289906
b_Intercept[19],0.9970215813314893,0.0027368703385837003,0.9899123047531658,0.99973113243368394
b_Intercept[20],0.9989469556384244,0.0012617981033160313,0.9955673734190972,0.999946079730478
b_lockdown_period1,0.089775434567925,0.17465057568382178,-0.24162052499999997,0.43214067500000003
b_total_hours_played_s,0.027850456875575,0.36531164793479143,-0.6943488499999999,0.7404677250000002
b_lockdown_period1:total_hours_played_s,0.193073544502725,0.1878726765569783,-0.1882901,0.5503189750000003
