Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.24094871321838285,0.1535671718843261,0.03238226380134031,0.609208069632833
b_Intercept[2],0.5514567931919652,0.16623343999236354,0.22151373536527325,0.8493372552963047
b_Intercept[3],0.6385416777132129,0.15354669400264215,0.3102142238000506,0.8904422556024627
b_Intercept[4],0.7279667165382697,0.13226377811789958,0.42215457862758704,0.9272436154800833
b_Intercept[5],0.8297951292905952,0.0992638045647693,0.5891042364358572,0.962374096039794
b_Intercept[6],0.8597731061137367,0.08760336187863083,0.6421698211993797,0.9720858577934905
b_Intercept[7],0.8860636941818122,0.07651163507415464,0.6960805523759203,0.978628194645348
b_Intercept[8],0.9279619071556906,0.05461050858534443,0.7851708877202878,0.9885063043597152
b_Intercept[9],0.940056672468775,0.047249477890803394,0.816999847910326,0.9906198325762687
b_Intercept[10],0.9502936807272025,0.04069130746573893,0.8426195246072609,0.992491636775724
b_Intercept[11],0.9667022052523027,0.029364937415735082,0.8894468149696343,0.9953368307606169
b_Intercept[12],0.9751482457559357,0.023037594383978965,0.9140827508913385,0.9967628393011152
b_Intercept[13],0.9837238100223571,0.01611045383647766,0.9418027205950064,0.9981161153167927
b_Intercept[14],0.9866585482550032,0.013679497209060074,0.9514715438241613,0.9985084327631423
b_Intercept[15],0.9904149186372652,0.010314610480623203,0.9649045156392615,0.9989745789212378
b_Intercept[16],0.9925527443272905,0.008150344950362534,0.9717770401150643,0.999258711214414
b_Intercept[17],0.9951822814283224,0.005598761129964419,0.9810348843682446,0.9995801299997686
b_Intercept[18],0.9966408171637855,0.004161611487655044,0.986275365367512,0.9997400693490237
b_Intercept[19],0.9978755881488013,0.00283134866730408,0.9911147062128289,0.9998615859722749
b_Intercept[20],0.9988744301227237,0.0017018697225324902,0.9948681014846358,0.9999513633757654
b_hours_diff,0.0140432056601125,0.06475240906041711,-0.11675129999999999,0.13897504999999993
b_loneliness_during,0.4063808487875,0.10199225487157468,0.2073423,0.6120822499999999
b_hours_diff:loneliness_during,-0.003440586684658875,0.0076196629691389775,-0.0183956525,0.0117699625
