Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.0011734060466693098,0.0013894417514448707,5.7700632596051835e-5,0.005055487727312231
b_Intercept[2],0.003239985708598708,0.0031958933296621036,2.681850795254497e-4,0.011981412745367797
b_Intercept[3],0.006509478374927932,0.005718784787181845,6.65230197472276e-4,0.02198021333129558
b_Intercept[4],0.017148571601776425,0.013068181000987465,0.002569499206349094,0.05028766463692255
b_Intercept[5],0.024878888905010676,0.017695990419944053,0.004227083446177619,0.069641668113052
b_Intercept[6],0.08183065320803724,0.046456174838470136,0.01967357510703309,0.19478648251902367
b_Intercept[7],0.2144491447133032,0.09164411440126553,0.07319463946565868,0.42108732769855073
b_Intercept[8],0.3196336980026233,0.11304714829514523,0.12797019187076625,0.5613694506757249
b_Intercept[9],0.4865474909100289,0.1286271246049395,0.2435793372716471,0.7399937843643133
b_Intercept[10],0.5749702831166232,0.12558542374930456,0.32064447009813246,0.8050249232162807
b_Intercept[11],0.6995802116800579,0.11159255050445507,0.4547304194848236,0.8854250104169841
b_Intercept[12],0.8528485006385744,0.07241735630716545,0.6794785116709161,0.956354406888087
b_Intercept[13],0.8991252548225415,0.05539848085918758,0.7606506965547006,0.9726191183869464
b_Intercept[14],0.9460057301790279,0.03353779496172648,0.8627471654473101,0.9882702761043404
b_Intercept[15],0.965305873511611,0.023284135218582063,0.9043641378779498,0.9933828461014889
b_Intercept[16],0.9921217006216922,0.0075129059046448125,0.9713032747706508,0.9991651512164219
b_Intercept[17],0.9965880938745556,0.003733954032302153,0.98627022583994,0.9997356598090629
b_Intercept[18],0.9985412001116882,0.0018802104875185355,0.9936445731008647,0.9999361473087363
b_Intercept[19],0.9994726415220384,8.723841915720241e-4,0.9972041372057864,0.999990063292747
b_Intercept[20],0.9998514910860088,3.311560507233653e-4,0.9990880569506225,0.9999988202740354
b_lockdown_period1,-0.0012782119180249998,0.17537271317195907,-0.34547855,0.34696497500000006
b_total_hours_played_s,-0.13022573241475,0.3541889607519142,-0.81135935,0.5755818000000001
b_lockdown_period1:total_hours_played_s,0.23475507824775,0.1918173174751299,-0.147163425,0.6170587750000002
