Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],1.768172832890961e-4,3.8971751389455824e-4,7.568618544079961e-7,0.0011232512719738651
b_Intercept[2],5.207855352387771e-4,8.072008220760744e-4,9.64920878591298e-6,0.0027142863175586953
b_Intercept[3],0.0027702479100766386,0.0030607329773426556,1.5020523295938606e-4,0.01117222376713509
b_Intercept[4],0.014270225544416858,0.011788469802516877,0.00190684755781424,0.045623415666413494
b_Intercept[5],0.053369225892131514,0.03482080152732592,0.010513369782718798,0.145324803944416
b_Intercept[6],0.14919032359233897,0.07869372191147801,0.040120769313863984,0.33815005276288956
b_Intercept[7],0.5194387345280987,0.1357789277855665,0.26496707007638626,0.787749049799797
b_Intercept[8],0.725248661564978,0.11200771406585251,0.4814455888859337,0.9135691936396508
b_Intercept[9],0.8522119920897161,0.07578520217261672,0.6758974095627779,0.9645031331375445
b_Intercept[10],0.9559694015015756,0.029597035633098342,0.8823327212706045,0.9921288016376848
b_Intercept[11],0.9953389320742899,0.004425907714592326,0.9834205913267614,0.9995821728634892
b_lockdown_period1,0.1651075089378,0.18196094889735417,-0.187501725,0.526346275
b_total_hours_played_s,0.35233548119925,0.3756651909191289,-0.37931214999999996,1.0843775
b_lockdown_period1:total_hours_played_s,-0.0928087803526975,0.1919159231264035,-0.471065925,0.2704464
