effect,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,-1.33784738507925,1.261145702120034,-3.783964999999999,1.1334497500000005,1.0000296691412613,3281,2545
fixed,0.04489397690187,0.03106626669767104,-0.014911034999999993,0.10650207500000002,1.0020116138833908,3446,2670
