effect,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,-9.98077569,1.8617878718240006,-14.094084999999998,-6.790404,1.005038528239894,1290,2203
fixed,-8.438668285,1.4617290619006178,-11.548625000000001,-5.90650825,1.0034014623911809,1516,2137
fixed,-6.3958237775,1.088576636932708,-8.803358249999999,-4.483089499999999,1.0028125963383199,1525,2346
fixed,-4.54017495,0.8241443811859107,-6.26039525,-3.0406372499999996,1.0014901445072673,1475,2324
fixed,-3.07819600975,0.6940902523426499,-4.544538500000001,-1.77175025,1.0014350835216224,1302,1851
fixed,-1.87521883735,0.6362996738430585,-3.1749149999999986,-0.671549125,1.0014465411645654,1192,1959
fixed,0.086895220187375,0.592009029814006,-1.0203097499999998,1.311413000000002,1.0009725507660268,1092,1894
fixed,1.0515033058798675,0.6143381042586428,-0.07425174249999979,2.358015,1.0007873945281716,1084,1737
fixed,1.889862952765,0.6500648255417021,0.7349813500000006,3.3021705000000012,1.0003624732245937,1120,1865
fixed,3.302564995,0.7350788148413795,2.01470825,4.836642750000001,1.000462205927739,1151,2127
fixed,5.7563620625,0.9424423918039704,4.08287575,7.780025750000001,1.0005828145793132,1277,2082
fixed,0.1651075089378,0.18196094889735417,-0.18750172499999995,0.526346275,0.9994839769899373,5054,3191
fixed,0.35233548119925,0.3756651909191289,-0.37931214999999996,1.0843775,1.000665186972775,1336,2111
fixed,-0.0928087803526975,0.1919159231264035,-0.47106592500000005,0.2704464,1.0010336115317748,4748,2901
