Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.0016677642279345564,0.0017988786101725564,1.2165016215126712e-4,0.006586020679870365
b_Intercept[2],0.010510954698600914,0.008129945935380543,0.0015999810522013263,0.03134578174307453
b_Intercept[3],0.02510079261815339,0.016363269469064995,0.005051565379038235,0.06706410843215503
b_Intercept[4],0.051837939657915603,0.029002369571493523,0.013190497312061579,0.12298515693684917
b_Intercept[5],0.10896114835787095,0.05118500993445323,0.03377148686188482,0.22624535985124516
b_Intercept[6],0.20886819667047854,0.0797269734634926,0.07985645886101285,0.38458196065191086
b_Intercept[7],0.26142793557191524,0.09160005177960107,0.10699842310259028,0.46024146040525576
b_Intercept[8],0.4687634039232333,0.11380624832961926,0.2507492542098714,0.689400633061299
b_Intercept[9],0.5513637776522468,0.11333473046554944,0.32329059735152166,0.7591847736724897
b_Intercept[10],0.6310292409193062,0.10749948678962355,0.40381955491315863,0.82186540863163
b_Intercept[11],0.7563663193044868,0.08836751407195832,0.556154152235046,0.8992424662577408
b_Intercept[12],0.8486424222698655,0.06487114493720084,0.6969009162244639,0.9470935187938564
b_Intercept[13],0.9179564756826454,0.04130655160525899,0.8151531694396541,0.9755821570243549
b_Intercept[14],0.9458317076016273,0.029842621348742913,0.872125915817137,0.9858586449909508
b_Intercept[15],0.9663723998160186,0.020446605303168483,0.9149816387160169,0.9921339375292652
b_Intercept[16],0.9837850452665868,0.011272634386744288,0.9550499491104224,0.9968912167206894
b_Intercept[17],0.9912773564284585,0.006802563767632498,0.9738486028791845,0.9986110208053294
b_Intercept[18],0.9951451340193547,0.004142754962349283,0.9843542495680371,0.9994116449851973
b_Intercept[19],0.9970863248121464,0.0027208058269906133,0.989946236645662,0.9997227017259034
b_Intercept[20],0.9989742320148871,0.0012156600933027639,0.995696182725326,0.9999479757284359
b_lockdown_period1,0.0913081859193375,0.17254873377152657,-0.24433037500000002,0.42946699999999993
b_total_hours_played_s,0.0322944522595375,0.3646645252227161,-0.6921804,0.7510976999999996
b_lockdown_period1:total_hours_played_s,0.1978893392989875,0.18855336485378463,-0.17636605,0.5725838749999996
