Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.24423530658117865,0.13570105650886602,0.05187760235304572,0.5672416340650018
b_Intercept[2],0.400850006392289,0.15975297970089897,0.1250576455074418,0.7276823865166593
b_Intercept[3],0.49489601952172046,0.1623115138136773,0.18690351648194267,0.8024435188476995
b_Intercept[4],0.5931657292466463,0.15598224140245692,0.2698762785270691,0.860546926524945
b_Intercept[5],0.6339330244029325,0.15039575199130098,0.31352901156962615,0.8827389082499371
b_Intercept[6],0.7165395817962091,0.13285925110556776,0.41407136145086004,0.9185553861312512
b_Intercept[7],0.7561183680688437,0.12274781956181487,0.46704122409179066,0.932568549762092
b_Intercept[8],0.8119303846684895,0.10448180790580947,0.5539250062754978,0.954132159245711
b_Intercept[9],0.848394360395197,0.09018633670852225,0.6220817881253035,0.965693136484869
b_Intercept[10],0.8791791418517976,0.07766556520459918,0.6776877954419167,0.9750487366491034
b_Intercept[11],0.9047457617698375,0.06533633881899367,0.7314673677698946,0.9815889823536907
b_Intercept[12],0.9386894001532081,0.046274956619318214,0.8124718041765788,0.9896624226051989
b_Intercept[13],0.9464966986246357,0.04147795953146314,0.8339180078897519,0.991298070638641
b_Intercept[14],0.9636413660104429,0.03006943938518385,0.8838616788399145,0.9945874367615068
b_Intercept[15],0.9721329576522126,0.024188650954744446,0.9078819748328923,0.9960611123095883
b_Intercept[16],0.9864292291298331,0.013270528117398737,0.9493784675925433,0.9983968387412487
b_Intercept[17],0.9903619483128719,0.00992352437238091,0.9628001626302831,0.9989816197084049
b_Intercept[18],0.9937879362272366,0.006946804743861407,0.9744730084062142,0.9994345569752379
b_Intercept[19],0.9966951965057779,0.004289607964760901,0.9852923117175286,0.999796189988646
b_hours_diff,-0.003856569414325,0.07600420151187141,-0.15741795,0.13802594999999995
b_loneliness_during,0.2839365747875,0.09307165648505664,0.1041051,0.46879212499999995
b_hours_diff:loneliness_during,-3.738338065578375e-4,0.00857201898368259,-0.0169528,0.016683332499999988
