effect,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,-1.4036162817775,1.61462808194682,-4.59048325,1.726067250000001,0.9996884809036581,3472,2466
fixed,0.06397950661495,0.040053272459482536,-0.013158139999999999,0.142062825,1.0001693467925656,3762,2102
