effect,term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,Intercept[1],0.711527728590625,0.7233065266992792,-0.7050843999999993,2.146266,1.00052196106668,10649,6005
fixed,Intercept[2],1.2659501237721624,0.728799614726616,-0.12802797499999993,2.7377539999999994,1.0003385997511869,11443,6143
fixed,Intercept[3],1.752101648465,0.746605117970107,0.3399191,3.24630525,1.0004118136607603,10733,6512
fixed,Intercept[4],2.1382046198625,0.7617577828428944,0.6966995000000004,3.649151249999999,1.0000390664242633,10313,6596
fixed,Intercept[5],2.36470819835,0.7759266063408066,0.9044596,3.9005709999999993,0.9999632502133443,9986,6553
fixed,Intercept[6],2.825464384675,0.8083184570147566,1.3190217500000003,4.4173044999999975,0.9999813531329345,9425,6504
fixed,Intercept[7],3.054584745875,0.8213467695652331,1.511547,4.674269999999999,0.999973861631134,9247,6597
fixed,Intercept[8],3.46353906175,0.8410872139210558,1.888304,5.1463122499999985,0.9998159508473305,9013,6401
fixed,Intercept[9],3.827855113375,0.8639950500877603,2.2161132500000003,5.55433775,1.0000695884720827,9010,6355
fixed,Intercept[10],4.02639184125,0.8743410733285157,2.36727575,5.749344499999999,0.9999495906009488,9116,6766
fixed,Intercept[11],4.2418507625,0.8823749751734209,2.58747625,6.001314999999998,1.0000237698148253,9052,6526
fixed,Intercept[12],4.60850342125,0.8998469024354423,2.915595,6.417803,1.0001207107786971,8953,6605
fixed,Intercept[13],5.0816836425,0.9391665508361035,3.3033105,6.945277249999999,0.9999573627599283,9416,6693
fixed,Intercept[14],5.496718155,0.9746048486223357,3.6711927500000003,7.4725795,1.0000416440862647,9626,6532
fixed,Intercept[15],7.2288991,1.3496866275683939,4.83631325,10.1574175,0.9999796969204818,11167,5835
fixed,hours_diff,-0.024368613209675,0.07282649760898632,-0.171346125,0.11453959999999999,1.0005461199002956,5228,5204
fixed,loneliness_during,0.31155479328375,0.09700111882501392,0.12562050000000002,0.5030011249999999,1.000354702819562,8942,6273
fixed,hours_diff:loneliness_during,0.00237583052504375,0.00848894585810086,-0.01377174,0.019719519999999987,1.0001166221629438,5310,5103
