Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.00857276186235094,0.00906689856332105,5.493833810936937e-4,0.0327027656303473
b_Intercept[2],0.038666427236138765,0.031239116057821474,0.004315676187380297,0.12126147993116478
b_Intercept[3],0.11809952811215298,0.07346807259033601,0.022002168896913067,0.2996877491009323
b_Intercept[4],0.24957639695053815,0.11886927800950071,0.06511021956520241,0.5181369744346417
b_Intercept[5],0.4866890543118387,0.14946372070772837,0.20129464178603396,0.7657496715476995
b_Intercept[6],0.6678465821911627,0.1336666198444562,0.37004241236296104,0.883390203523205
b_Intercept[7],0.760065816647829,0.11288181903400328,0.48989823292446005,0.9268826404083118
b_Intercept[8],0.867764072389264,0.07558106224910693,0.683605202541779,0.9667409609656031
b_Intercept[9],0.9262614602330743,0.04869905276693408,0.7969527600494863,0.9846822187909398
b_Intercept[10],0.9597240120426825,0.030172295916434465,0.8821416587239216,0.9931067938915075
b_Intercept[11],0.9694288096506851,0.023934225519058563,0.9067509114666833,0.9951982748847182
b_Intercept[12],0.9853913321833949,0.012818869654669812,0.9508412131700792,0.99819646858333555
b_Intercept[13],0.9925587205375578,0.007028981907502193,0.973533467851349,0.9992852601676969
b_Intercept[14],0.9965075885055904,0.003732141704895289,0.9862524802349261,0.9997208278867721
b_Intercept[15],0.9977566612076212,0.0025270308619949086,0.9910117877194522,0.9998464668483801
b_Intercept[16],0.9996885633403041,5.317302538287992e-4,0.9983263681124485,0.9999966589587126
b_Intercept[17],0.9999304979239666,1.8179667522316118e-4,0.9995099201259401,0.9999999489957812
b_lockdown_period1,0.1200282115443375,0.18301765110562787,-0.239116775,0.4720970249999997
b_total_hours_played_s,-0.2223139682569375,0.38554613877165306,-0.994965425,0.5214025999999996
b_lockdown_period1:total_hours_played_s,-0.07858957602195,0.20173495508315037,-0.47633365000000005,0.3176629499999991
