effect,term,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,Intercept,0.0832952516884625,0.19572361144350256,-0.2998744249999998,0.4661712999999997,1.0009660115966847,7278,5287
fixed,hours_diff,0.02214715866390625,0.011286599723973367,3.972139750002518e-6,0.044878884999999986,1.0007027426621706,7457,5691
