effect,Estimate,Est.Error,l-95% CI,u-95% CI,Rhat,Bulk_ESS,Tail_ESS
fixed,0.52348184810025,0.9872152747946419,-1.4490325,2.4341707500000003,1.0008533494642942,3638,2763
fixed,0.024717407406392,0.05509413003818512,-0.08562114249999998,0.13381097500000005,1.0023358245726526,3600,2211
