Parameter,Estimate,Est.Error,Q2.5,Q97.5
b_Intercept[1],0.008516216801463725,0.009458266551655893,5.187835507122055e-4,0.032441659036349296
b_Intercept[2],0.038046932747183265,0.031788458320406034,0.0041172246397349135,0.12414819135420782
b_Intercept[3],0.11642913805925974,0.07420126338256101,0.021561612156048734,0.29951866535772326
b_Intercept[4],0.24633064413675015,0.12020465742998072,0.06279188774129414,0.5244371361064148
b_Intercept[5],0.4820884328643811,0.15196465774140686,0.19980010049041033,0.7659962617407954
b_Intercept[6],0.6645263402055759,0.1369111212403786,0.36031525216168925,0.8835802787867105
b_Intercept[7],0.7565650677198791,0.116584098582632,0.4753487999430251,0.9268828769523803
b_Intercept[8],0.8645847018569855,0.07951954829541624,0.6683317031662319,0.9666957878066734
b_Intercept[9],0.9241503587614303,0.051189059520108146,0.7885211519292881,0.9849581479365118
b_Intercept[10],0.9585111370552616,0.03208485512964612,0.874865535728205,0.9931896846838819
b_Intercept[11],0.9684679444353725,0.02561856689965062,0.89833286549433,0.9952405743827406
b_Intercept[12],0.9850264735186482,0.013579748113748579,0.9498786433996707,0.9982473741021752
b_Intercept[13],0.9923692130114667,0.007384763873279345,0.9726940575400208,0.9992905170392528
b_Intercept[14],0.9964120153968133,0.003917245077613323,0.9857145629879999,0.9997191383739262
b_Intercept[15],0.9977065350649851,0.0026030067281767252,0.9905632265299917,0.9998404427032217
b_Intercept[16],0.9996894231280309,5.042224505272346e-4,0.9983526586455399,0.9999963366632396
b_Intercept[17],0.999930674996199,1.839512579617839e-4,0.9995091404944946,0.9999999444902258
b_lockdown_period1,0.123214105209325,0.1855381552819528,-0.24398594999999998,0.4763601500000001
b_total_hours_played_s,-0.231381242624625,0.38624572323297174,-1.0225585000000001,0.5007906250000002
b_lockdown_period1:total_hours_played_s,-0.0756638287129,0.20223664403837033,-0.46935469999999996,0.3225496250000001
