n,age_mean,age_sd,age_min,age_max,duration_mins_mean,duration_mins_sd,duration_mins_min,duration_mins_max
55,30.490909090909092,7.651852177796025,19,51,116.5672727272727,737.5147433412544,4.8,5484.383333333333
